sentence,target,type,hate speech,sentence_length
মাগীবাজ বাংলাদেশীরা নিজেদের ঘরের বোন বেটি ও বিবিদের কাশ্মীরে পাঠাবে কারন বহুদিন জলা জায়গায় বাস করে সবাই পানসে হয়ে গেছে শুকনো জায়গায় গেলে পরে শরীরের ফোলা ভাব কমে ফিগার ভালো হয়ে যাবে তারপর পর্যটকদের চাহিদা অনুযায়ী নিজেদের গোটা বাংলাদেশটাই তো ঠেক হয়ে গিয়েছে এবার না হয় দেশের বাইরে এন্টারটেইনমেন্ট সাবাস বাংলাদেশ ভালো ভাবনাচিন্তা,female,gender,1,53
মাগীর কি এটি দুধ না অন্য কিছু চার জন দেখে হাট ফিল করেছে,female,gender,1,13
মাগীর জামাই এখন কই জামাই কি কয় সুনতে মন চায়,female,gender,1,10
মাগীর দুধ মনে হয় এফডিসির সবাই টিপাটিপি করেছে বেহায়া সারাজীবন বেহায়াই থাকে,female,gender,1,12
মাগীর দুধের ভাতা কয় টিয়া তেতুল হুজুর কি চুয়া খাইয়া এরুকুম করেছে টেবলের খেয়ে ভোদা কি চেটে ফেলছে,female,gender,1,18
মাগীর বাচ্চা মাগী যখন চুদাচুদি করলি তখন সন্তানদের কথা মনে ছিলো নাহ তোদের মত বেহাইয়া খানকিদের কারণেই অন্য মেয়েরা দিন দিন ধর্ষণ হচ্ছে! এহ হিজাব লাগাইছে আবার এই যুগের শ্রেষ্ঠ বেশ্যা তুই মাগী ����������,female,gender,1,34
মাগীরা বিয়ে করে পাবে একটা বিয়ে ছাড়া পাবে অনেক নিত্য নতুন এক ঢিলে দু পাখি। বিয়ে ছাড়া যদি আর্থিক আর দৈহিক দুটোই ছাড়ানো যায় তাহলে বিয়ের দরকার কি?,female,gender,1,28
মাঝে মাঝে নায়িকাদের নিয়ে মিটিং করে আর দেখে কার পাছা বড় কার দুধ বড় আর যাকে পছন্দ হয় তাকে বিছানায় ডাকে এটা হলো আমাদের দেশ গোড়ায় গন্ড গোল,female,gender,1,28
মাল একটাদেখলে যে কারু মাথা খারাপ হবে পুটকি মারার জন্য,ind,gender,1,10
মাশাআল্লাহ দুধ তো এগুলা দুধ না যেমন একেকটা ফুট বল লাখ গেলে ও সানাই এর লস হয় নাই,female,gender,1,18
মাসুদ রানার ছেলে মেয়ে কয়টা জানতে চাইলেন মাসুদ রানা কয় বার সহবাস করতেন এটা মমো ডাইনি জানতে চাইলেন না কেনো,male,gender,1,20
মাহী চুদা দেওয়া সময় মান সম্যানের কথা মনে ছিলো না আর তর মতো নষ্টা মাগীর হিজাব মানায় না,female,gender,1,18
মিথিলা কে বাংলাদেশে ডুকতে দেওয়া হবে না কারণ সে খোটা মুসলিম জাতির কলংক হিংদু কে বিয়ে করচে সে একটা মাগি মাগি মাগি মাগি মাগি মাগি মাগি মাগি মাগি মাগি মাগি মাগি মাগি,female,gender,1,32
মিথিলা ভুদাই পানি বেশি তাইসে অন্ন জনের সাথে পরকীয়া করে মাগি,female,gender,1,11
মিথিলা মাগি সেস হইছে কিন্ত তাহসানের কোন ভাল অ হইছে না,female,gender,1,11
মিথিলা যদি ভারজিন হয় তাহলে তো সানি লেয়ন তো আর আগে ভারজিন,female,gender,1,12
"মিথিলার ঠোঁট পাতলা,তাই সেক্স বেশি, ওনাকে আফ্রিকার নিগ্রো ছাড়া ঠান্ডা কোরতে পারবে না",female,gender,1,13
মিথিলার ভোদায় তো টাইটনিক জাহাজ চলাচল করছে তাহলে ভার্জিন হইলো কেমনে �,female,gender,1,12
মিথ্যা সংবাদ ডাঃ জাকির নায়েক গ্রেফতার হন নাই এই মাগী ফেক নাম ব্যবহার করেছে সে একজন হিন্ধু ও ভারতের দালাল সরকারের উচিত এই সব ভুয়া ও মিথ্যা সংবাদ প্রচারকদের বিরুদ্ধে ব্যবস্থা নেওয়া,female,gender,1,32
মিননি মাগির বোদার ভিতর মরিচ লাগাই পিটাইলে সব কথা বের হয়ে যাবে,female,gender,1,12
মিন্নি কে শুদু শাস্তি নয় কঠিন শাস্তি দিতে হবে মিন্নি যে গেইমস খেলছে পুরো বাংলাদেশ কে বোকা বানিয়ে পেলছে নতুন বিডিও পকাশ না পেলে তো মিন্নি পার পেয়ে যেতো আমারা মাননীয় সরাষ্ট মন্তি ও পুলিশের কাছে আবেন করচি এই চরিএহিন বেশ্যা লম্পট মেয়ে মিন্নি কে দুর্ত গেরেপতার করে পাশির বেবস্তা করাহক,female,gender,1,51
মিন্নি খাটো মাগি মাগির মারে চুদি মাগি আস্তে হাটে আবার মাগি কে নয়ন মাদার চোদ কিছু করেনি। মাগি জডিত,female,gender,1,19
মিন্নি মাগি এক সপ্তাহের মধ্যে দুই বার বিধবা হয়েছে কারন নয়ন বন্ড আর রিফাত মিন্নির স্বামী,female,gender,1,16
মিন্নি মাগি তো পিছে পিছে হেটে যাচ্ছে যখন ছেলেটাকে কিল ঘুসি মারতে মারতে নিয়ে যাচ্ছিলো পোলাপান।কই তখন তো সে আটকাতে গেলো না।স্পষ্ট বোঝা যাচ্ছে সব।ওরে এখনো কেনো গ্রেফতার করেনা পুলিশ??সেটাই মাথায় আসে না।,female,gender,1,33
মিন্নি মাগির পাসি চাই এই মাগির কারনে আজ এত প্রান গেলো,female,gender,1,11
মিন্নি মাগির ফাঁসি চাই আমার বাড়ি ঢাকাএই মেয়ে এক সাথে দুটি প্রেম করতে চেয়ে ছিলো তার কারণ হলো বিয়ের পরেও সে নয়নের সাথে তার মেলামেশা ছিলোনয়নের সাথে তার কিছু খারাপ ছবি আমি দেখেছি এই মেয়ে বিয়ের আগে নয়নের সাথে পরকিয়া করেছে আমি তার ফাঁসি চাইতাকে দেখে আমার মনে হয় পর্যন্ত এই মাগি খারাপ তুহিন ঢাকা,female,gender,1,55
মিন্নি মাগিরে রিমান্ডে নিলে সব বেড় হবে ওর সাজানো সবকিছু সেটা ওর চলাফেরা দেখলেই বুঝায় ওর শামিকে ধরে নিয়ে যায় মারে আর সে রিলাক্সে হাটছে সবার পিছনে এটাতে কি ক্লিয়ার নয় মিন্নি জরিত আছে মাগিরে রিমান্ডে নিলে সবকিছু বেড় হবে,female,gender,1,40
মিন্নি মাগী হইলো সব নাটেরগুরু ওর হাটা কেমন মনে হয় শুটিং করছে ওর স্বামীকে মারছে আর ও স্বাভাবিক থাকলো কেমন করে!! ওই জামাইকে মারাইছে ওর ফাঁসি চায় বাংলার মানুষ,female,gender,1,29
মিন্নিও জড়িত তার কোনো সন্দেহ নাই ওই মাগিলে আগে পাসি দেয়ার দরখার ছিলো,female,gender,1,13
মিন্নির নামটা শুনলে রক্ত মাথায় উটে যাই আমার।তাকে কেন বাঁচিয়ে রেখেছে?? মিন্নি আর মিতু দুই মাগীরই ফাঁসি চায়।।,female,gender,1,18
মিন্নী মাগির ফাসি চাই মিন্নী খানকি সব যানে খানকিতে খুন করাইছে খানকির ফাসি চাই মিন্নী ছিলানের বাঁচার অধিকার নাই মিন্নী খানকির কারনে আরও অনেক মেয়েরা তার সামীর সাথে এমন করবে আপনাদের কাছে অনুরোধ যে মিন্নী খানকির বিচার করার দরকার নাই ছিলানরে সরাসরি ফাসি চাই,female,gender,1,44
মিন্নীকে দেখতে তো পুরা মাগীর মত লাগে মনে হয় আবাসিকে থাকত,female,gender,1,11
মুন্নি মাগি জড়ীত দেকেন ওরা চার পচ জন ওকে দরেনিতাছে অই মাগি সাদারন মানুষের মত হাটতাছে,female,gender,1,16
মুয়ুরীর সাথে দুধ আমদানীর চুক্তি করছিকারো দুধ লাগলে বলতে পারেনহোম ডেলিভারি দেই,female,gender,1,12
মুল কালপিট সাধনা । অফিস টাইম বাদে সাধনা বাড়ীতে থাকতো। সেই সময় জেলার মাস্তান বা টেন্ডার বাজ বা রাজনৈতিক লিডারদের সম্মুখীন হতেহতো। তাদের মন রক্ষার্থে ডিসিকে বলি দিল সাধনা ।একটা কথা ভুলে গিয়েছিল ডিসি যে এসব নারীরা কাহাকে ভালবাসতে পারে না ।এদেরকে পতিতা হিসাবে ভেবে নিতেহতো। সাধনার মত যার কোন পিতৃ মাতৃি পরিচয় নেই সামাজিকভাবে যে দুর্বল স্বামী ছাড়া । তাকে কি করে সাহেব বিশ্বাস করল এর আগে কত রাজনৈতিক নেতা মাস্তান বা সন্ত্রাসীদের সাথে দৈহিক মিলন ঘটায়েছে তা কে জানে র নিকট থেকে সাধনা যখন সুবিধা নিচ্ছে তখন তার ভাগতো অন্য কোথাও দিতেই হবে।এটাই বাস্তবতা। এটাই নিয়ম । সেটা কল্পনা করতে পারেনি । সাধনা কে ব্লাকমেইল করেছে ।দুর্ভাগ্য র ।,female,gender,1,111
মেডাম তুমি তো ডাক্টর তবে তোমার দুধ ঝুলে গেছে কেন,female,gender,1,10
মেডাম তো নিজে টানা দিছে বুড়ার ধন তো ফাইটা যাইতাছে,female,gender,1,10
মেয়ে বলে ছাড় দিতে নেই এইর সঠিক বিচার চাই খানকি বিচার চাই,female,gender,1,12
মেয়েরা বসায় যায় ছেলেরা নয়। এরা মোবাঃ মাগি।তাদের বিচার হোক।এরা এসে ছেলে দের বিপদে ফালায়।,female,gender,1,15
মোমো এবং ফারিয়া দুইটাই উন্নত মানের দুধেল গাভী ছাড়া আর কিছুই নয়,female,gender,1,12
মৌসুমি আপু আই লাব ইউ মৌসুমি আপু আর রিতু একটা মাগি,female,gender,1,11
মৌসুমী আজকে অনেক টাকার মালিক হয়েছে দুই নাম্বার কাজ করে বড় বড় নেতা ও ব্যবসা দের সাথে সেক্স করে টাকার মালিক হয়েছেন আমার সাথে করলেও টাকা দিবে,female,gender,1,27
ম্যাগী তোর মাং কি চুলকায় নাকি মাগীর মতো খবর দিস,female,gender,1,10
ম্যাডাম আপনি কি এখনো আগের মত করে পড়নের কাপড় খুলে ফেলেন নাকি আর আপনার ভুকের সাইজ টা কত জানতে পাড়ি,female,gender,1,20
ম্যাডাম আপনি কোন জেলার আমার পছন্দ বরিশালের সুন্দরী সেক্সি মেয়ে,female,gender,1,10
যতগুলা লাইক আসছে সবগুলা নাইলা নাঈম এর ক্লিভেজ দেইখা �,female,gender,1,10
"যাও মোহনলাল , বাংলা-বিহার-উরিষ্যার সাড়ে সাত কোটি প্রজা দিয়ে ঐ বার ভাতারি মাগীকে চুদাও । চুদিতে চুদিতে উঠিবে ফেনা, মুছিবার না থাকিবে তেনা ..মুহা হা হা হা হা হা হা ..",female,gender,1,31
যাক সংসদে দুধের গোডাউন যাচ্ছে সবাই দুধ খেয়ে মাথা ঠিক রাখবে,female,gender,1,11
যারা এই মাগির সাথে কথা বলে তারা সব পতিতার ঘরের যন্মের,group,gender,1,11
"যারা মতিয়া চৌধুরীর রাজাকার শব্দকে ব্যাখ্যা দিচ্ছেন তারা বলুন, মতিয়া চৌধুরী বেশ্যা বা বাস্টার্ড বললেও কি তাহারা ইমোশন বা কষ্ট থেকে এ দুটি শব্দ বুকে লিখে ঘুরতো। যদিও মতিয়া চৌধুরী রাজাকার তাদের বলেনি। বেশ্যাবৃত্তি উন্নত বুকে রাজাকার লেখার চাইতে ���",female,gender,1,40
যে খানকির পো এই খানকি মাগীকে বিয়ে করবে তাহলে সেই হালায় বাংলাদেশের পর্বতআরহীদের মেধ্য একজন হবে যে কিনা টি এভারেস্ট জয় করবে।,male_female,gender,1,22
যে বয়সে বাচ্চারা পড়াশোনা করতে যায় সেই বয়সে এই মালটা গাঁড় পাকা হয়েগেছে । এগুলো শুধু মাত্র ইসলামে সম্ভব ।,ind,gender,1,20
যে ভিডিও করছিল সেকি হাতে চুড়ি পড়ে বসে ছিল না দুধু লাগিয়েছিল বুকে দুটো সে কিছু বলতে পারল না কেন ভিডিও তুলে কি গাঁড় মারাচ্ছে সে কিছু বলতে পারল না কেন,female,gender,1,31
যে সব ইউটিউবার এই সব বেশ্যা পতিতা কে নিয়ে কিছু ভিউস এট জন্য ইন্টারভিউ নামে বেশ্যার পতিতার দালালী করে তারের কে আনসাবসক্রাইব সবাই ধন্যবাদ,female,gender,1,24
যে সাক্ষাৎকার নিছে সে মনে হয়সারারাত ঘুমায় নাই ময়ূরীর দুধ দেইখা,female,gender,1,11
যেই মাগি হিজাবের সম্মান দিতে পারেনাইসেই মাগির কোন অধিকার নাই হিজাব পারারএই মাগি কেন হিজাব পরলো,female,gender,1,16
যৌন উত্তেজক টেবলেট খেয়ে রাজাকার সন্তানগুলোর মা বোনরেও ধোন বাইর করে দেখানো দরকার যে তোরা এতই জগন্য যে টেবলেট খাওয়ার পরও তোদের রূপ দেখে খাড়া হওয়া ধোন উলটো নেমে যায়,female,gender,1,30
রংগরিলা করে এখন বাচার মত বাচতে দিন !!!! যখন এই দেহ ব্যবসা করেছ তখন বাচ্চাদের কথা মনে ছিল না !!! বেশ্যা,female,gender,1,21
রাত্রিতে পৌঁছাতে দিত পারে না তাই ব্রেকআপ তোর চেয়ে ভালো টাঙ্গাইলের নটি বাড়ি মেয়েরা,female,gender,1,14
রানু পাগলিকে পাগলাগারে পাটিয়েদেন এই মহিলাকে শিল্পী গষ্টী থেকে বের করে দেয়া হওক,female,gender,1,13
রানুর মেয়ে তো দেখেই বজাচ্ছে রেন্ড্ডি এটা কোন পতিতালয়ের মাল কারা এক মতো,female,gender,1,13
রিফাত দুনিয়া থেকে বিএদায় নিয়েছে বলে তুই মাগি মিথ্যা কথা বলে পার পেয়ে গেলি রিফাত তার বাবার কথা বলেছিল নাকি তকে নিয়ে বাসায় যেতে চেয়েছিল।,female,gender,1,25
রিফাত মরার আগে দিন রাতের বেলা নয়নের সাথে ছিল ওই খানকি মাগী সেখান থেকে পরিকল্পনা করে খানকি মাগী ওর মা একটা খাঙ্কি ছিল এজন্য ওর মেয়ে এইরকম হইছে,female,gender,1,28
রুনু একটা ভিখারি অশিক্ষিত শালী নিজে কি শরীরে বডি স্প্রয় করিস তোর গায়ের গন্ধ শুঁকে কুকুরেও মুতবে না,female,gender,1,18
রুমি মেডামের সাথে যে পতিতা লীগ সরকারের হয়ে কথা বলার জন্য আসছে তা তো কোন ভাবেই মানা যায় না কারণ রুমি মেডাম একজন শিক্ষিত ও খ্যাতি অর্জন কারি নারী । আর এই পতিতা তো রুমি মেডামের বাড়িতে কাজের মেয়ে হিসেবে ও মানায় না কি বলেন বাংলাদেশের জনগণ ?,group,gender,1,48
রুমিন মাগী তুমিতো আত্মস্বীকৃত মাগী। কারণ দীর্ঘ মাস তারেক ডাকুর সাথে রাত যাপনেই তাই প্রমানিত।ধিক্কার পুরাতন মাগী।,female,gender,1,17
রূ তোর দুধ দুটো অনেক বড়ছোট করার ইচ্ছা ছিলএখন কেটে ছোট কর মাগী,female,gender,1,13
রেন্ডি বেশ‍্যাদের শরীর বেচা টাকা এদের নিয়ে কোনো ভিডিও বানাবেন না,group,gender,1,11
রেন্ডির বাচ্চা তুইতোর মায়ের পোদ দিয়ে বেরিয়েচিছ বলেই ভুয়ো খবর ছরাচ্ছিস তোর গুদে অগ্নি মিসাইল দেবো,female,gender,1,16
রেশমি একটা মাগী এই মাগীর সাথে যারা কথা বলে তারাও একটা মাগী,female,gender,1,12
রেশমি তুই এত খারাপ মাগি তুই কি মারা জাবি না মরনের চিন্তা করস না খানকি কোথাকার,female,gender,1,16
রেশমি তুমার কি ইমু নমবারটা কি দেয়া জাবে আপনার সাথে কথা বলতে চাই,female,gender,1,13
রেশমী মাগী থধের জন্য দেশ নষ্ট তদের মরন হয় না,female,gender,1,10
লাখ টাকা খরচ করে দুধ বড় করার কী দরকার ছিল,female,gender,1,10
লুইচ্চা জেলা প্রশাসক সারাদেশের পাবলিক এখন তোর সেক্সি ভিড্যু দেখবে। ছিঃ ছিঃ তুই বালতি বিষ খেয়ে মরি জা ��,ind,gender,1,19
লেডি ডাক্তার আপনার নিজের স্তন দুটা ঝুলে নাভি পর্যন্ত এসে গেছে নিজেরটা ঠিক নাই কেন,female,gender,1,15
লোপা রহমান তোর হাসি তো একজন পতিতা মেয়ের হাসি মত তোর হাসিতে আল্লাহ পছন্দ করবে না আমাদের দেশে আলেম সমাজ তোকে তো ভালোবাসে না তুই এভাবে নিজেকে কি মনে করিস,female,gender,1,30
শখ তোর বউয়ের ভোদায় দে।।ফুটবল কে শেষ করছে এখন ক্রিকেট টা ধংসের দিকে নিয়ে যাইতেছে শুয়েরের বাচ্চারা ।।আর ভারতের সাতে তুই খেলিস আর তোর পরিবার দেখবে।।সোনার বাংলাদেশ আর কিছুই রইলো না ।। এ দেশে বসবাস করা আর জিন্দা মরা এক কথা।,group,gender,1,41
শবনম ফারিয়া কে আমার কাছে পাঠিয়ে দাও! আমি একটা নতুন দুধের ফ্যাক্টরি খুলবো � আমি ওর সাথে একান্ত কথা বলতে চাই আমার খাস কামরাতে � বাণীতে � জামালপুরের ডিসি � টুকাই ফাহমি বেশ্যা ফারিয়া মমরা বিচারক রাবা খান লেখিকা সালমান মুক্তাদির অভিনেতা � মাননীয় স্পীকার এজন্য এই দেশের হোগা মারা সারা ��,female,gender,1,52
শবনম ফারিয়া কে ন্যাংটা দেখলেও আমার ধোন খাড়া হয় না। আর মাগি আসছে বিচারক হইতে।,female,gender,1,15
শবনাম ফারিয়া খারাপ হলেও চেহেরাটা ভাল আছে।তোর মধ্যেতো দুধ দুটো ছাড়া কিছুই নেই।তোর সাহস কি করে হয় ও সাথে টক্কর দেওয়ার।,female,gender,1,21
শরীর বড় বড় দুধ কেন শান্তি মনে হয় বেশি করে,female,gender,1,10
শাকিব খান যদি নিজের মায়ের বুকের দুধ খেয়ে থাকেতাহলে অপু ও তার সন্তান কে ফিরিয়ে নিয়ে আসুক তা নাই করলে বাংলার ও তার সন্তানের অভিশাপে একদিন ধূলিসাৎ হয়ে যাবেএটা আমারো তার উপরে অভিশাপ থাকবে,male,gender,1,34
"শাবনুর কে দেখলে আমার ধন দাড়াই যায়,কারন হেতির দুধ গুলা বড় বড়।",female,gender,1,12
শালার মাগী তোরা যে কুত্তার মতো অসামাজিক কাজ করবি আর বল্লে দুষ এ ই মাগী তুর ভেতরে কি আছে কি ডুকাইছে লোকে দেখেপেলছে এ ই খানকি মাগী এখনো পবিত্র হিজাবকে অপবিত্র করে হিজাব পরে আছে ভেতরের নাঁশী দেখেপেলছে হিসাবের দরকার নাই ওপেন করে রাখ শাস্তি না হওয়া পর্যন্ত।,female,gender,1,48
শালি কে দেক তই হারির পিছ নেড় কালি তাই তো বন্ধুরা,female,gender,1,11
শালি তুই কোন জেলার যশোর এর মেয়ে রা মিথ্যা কথা বলে তুই কি করেযানিস,female,gender,1,14
শালি তোর জন্য ছেলে টা জীবন গেছে শালি নয়ন কে বিয়ে করছে মাগী সব অভিনয় করছে,female,gender,1,16
শালির অবস্থা হয়েছে কি দুধ কতো বড় হয়েছে আগে ছিল কতো ছোট শালির লজ্জাও করে ক্যামেরার সামনে আসতে যে ছবি গুলো করে গেছে এই গুলো দেখে ওর ছেলে হাত মারবে সামনে,female,gender,1,31
শালির ঘরের শালি তখন দেখি বোরকা খুলে মাতছিলি সাইয়ে তখন ঘামিয়ে কস বেরিয়ে ছিলো এখন দোস নাই চোতমারানি তোদের জন্য আজ দেশের এ অবস্হা স্যার চোদাস ও তোর তো দ্বিতীয় স্বামি দু টার ই শাস্তি হওয়া দরকার,female,gender,1,37
শালির বেটি ক্যাপশন টা কি দিলি রাত কাটাতে এটা কেমন ক্যাপশন,female,gender,1,11
শালী খান কি মাগি তুই মিথ্যা বাদী জাকির নায়ক রিয়েল ম্যান হিরো,female,gender,1,12
শালী চুতমারানি এখন মিথ্যা কথা বলিছ। চিন্তা করিছ না। আওয়ামী লীগের সরকার আছে তোদের পাশে।,female,gender,1,15
শালী টা জামাই একটাও পাইলি না তুই একটা নষ্ট মেয়ে,female,gender,1,10
শালী তুই লিখেছিস এক আর বলছিস আর এক তোকে করলাম,female,gender,1,10
"শালী পপি তুই জানার পর ও আমিন খানের সাথে আসলি কেনো,,,,,যে শাকিব তর খেলার সাথি,,,,পাট ক্ষেথে যাবার গালি আইচ্ছ,,,,আসলে তুই অস্টেলিয়ার গাই।",female,gender,1,22
শালী বেশ্যা মাগী চুদা৷ দেওয়ার বেলায় সন্তানদের কথা মনে থাকেনা। মাগী তোর বিছার আগে হওয়া উচিৎ। সরকারের কাছে একটাই দাবী এই পতিতাকে গেপতার করে বিচারের আওতায় আনা হক।,female,gender,1,28
শালী মাগী তাহলে কেন জিয়া কে কেন বঙ্গবন্ধুর সাথে তুলনা করিস?,female,gender,1,11
শালীর বেটি শালী রিসকায় উঠলে বুঝবে তোর দুধের যাইকানি কেরকম করে তোর দুধ ঝুলে,female,gender,1,14
শালীর বেটি শালীর কোন লজ্জা শরম বলতে নাই কুত্তার বাচ্চা আল্লাহ যেন এরকম মেয়ে বাংলা দেশে আর কোনো পয়দা না হয়,female,gender,1,21
শালীর শালী তোর নাম তাহমিদা রহমান থেকে রাতারাতি চৈতালী রায় হলো কিভাবে,female,gender,1,12
শিক্ষিত পুরুষ খোর ও মেধাবী একজন খানকি মাগী মিথিলামিথিলা কে আজীবন কোন না কোন পুরুষের রাখেন হয়ে থাকতে হবে,female,gender,1,19
শেখাসিনা খানকি মাগি এখোন আর দেখেনা ওর ছামা আর চুলকায়না,female,gender,1,10
সকল ভাই এবং বোন ঐ মাগি বিচার চাই এক জনে কেন ও চুদা দিল বাকি সবাই কেন ও চুদা দিল না এ জন্য বিচার চাই।,female,gender,1,25
সন রে সালি যখন ওরা চুদা চুদি করছো তখন কি তোর সোনা চুদি ছিলো,female,gender,1,14
সব করছে ওর বউ ��� মিন্নীমাগি এর জন্য বেসি সুন্দরি বউ ভালো না মনে করেন কাল।সাপ ওর বউকে দেখলে।ই বুজা যায় কিছু লুকাচ্ছে,female,gender,1,23
সব খানকি দিয়ে দেশের বারোটা বাজিয়ে দিয়েছে এই সব মাগী নিয়ে এসব সো বাদ দেন ভাই,group,gender,1,16
সব জায়গায় ডিসির নাম কেন ঐ বেশ্যা মহিলাটার নাম নাই কেন এদেরকে ইসলামের নিয়মে শাস্তি দেওয়া হোক,female,gender,1,17
সব দোষ এই মাদারচোদের বেশ্যা বৌয়ের ওরেও শাস্তি দেয়া উচিত,male_female,gender,1,10
সবনম ফারিয়ার কিছু কথা সুনলে মনে হয় সে একজন পতিতা কাস্টমারের সাথে রেট ঠিক করতেছে।,female,gender,1,15
সবাই কে বলচি পুলিস কি সব সময় মারা মারির পরেই অাসে বেস্সা মিন্নিকে ও পাসিতে জুলানো হোক,female,gender,1,17
সবাই তো অনেক কিচু বল্ল জা সাইজ তাতে তো বলব সানাই তো নিছ তালা বারা দিয়া উপর তালা বানাইচে ময়ূরী কুন তালা বাড়া দিয়া এই তালা গরচে আল্লাহ্‌ হেফাজতে রাখ,female,gender,1,30
সবাই শুধু ডিসি সাহেবের দোষ দেখছেন আসলে তার চেয়েও যে এই খান্কি মাগির বেশি দোষ এটা আপনারা বলছেন না কেন আগে এই খান্কি মাগির শাস্তি দেয়া উচিত তারপরে ডিসির,female,gender,1,29
সবাকে বলছি পরকে নিয়ে মাথা না ঘামিয়ে নিজের বেপারে মাথা ঘামাও ওর দুধ ও বরো করেছে ওর বুদা ও ভারা খাটায় তাতে তোমদের কি আর তোমরা তো ওকে খেতে দাওনা আর বারি গেরিও দাওনা সবচেয়ে বরো কথা তোমাদের মতই লোকেরা তো টাকা দিয়ে চুততে যায় তখন দোস নাই জতো দোস সানাইর তোমরা ধোয়া তুলসি পাতা আর নিজের পাছাই গু রেখে পরের পাছার গু দেখে লাব নাই,female,gender,1,66
সবার ব্রা সাইজ তুই জানোস কেমনে তুই ব্রার ব্যাবসা করো নাকি,female,gender,1,11
সমাজকে সবচেয়ে প্রশ্নবৃদ্ধ করেছে তথাকতিতো কিছু মিডিয়া যতো আজেবাজে বিশয় জনসম্মুখে উপস্থাপনা করা এদেরকাজ কি দরকার ছিল পতিতা নায়ীকা সানাইর ব্রেস্ট নিয়ে টানাহিছরা করা আমি এই মিডায়র তীব্র নিন্দা জানাই।,female,gender,1,30
সমালোচিত মানে যে জনপ্রিয়তা না এই মুর্খ মাগিরে কে বুঝাবে,female,gender,1,10
সর্বপ্রথম ঐ বেশ্যা নারীর কঠোর বিচার হওয়া উচিত মনে আমি মনে করি।,female,gender,1,12
সাকিব অন্য নায়িকাকে নিলে ভাল হয় বুবলি একটা নায়িকা হল বুবলি অন্য নায়কের সাথে ছবি করুক হলে কোত্তাও যাইবোনা বুবলির কি যোগ্যতা আছে খানকি মাগি বুবলি সাকিবের সাথে অভিনয় করে ভাব দেকাছ বুবলির বোন একটা নষ্ট বিজরির সংসারটা ভাংছে অপুর সংসাটা যে ভাবে বুবলি নষ্ট করছে সেই ভাবে বিজরির স্বামীর সাথে বুবলির বোনের সম্পর্ক নষ্ট ফেমেলি,female,gender,1,56
সাকিব ভাইয়ের কথা একমত আমরা সবাই আর সানাই একটা বেশ্শা মেয়ে এটা নায়িকা হতে পারেনা,female,gender,1,15
সাকিব শুধু শুধু বুবলি নিয়ে অপু আপুর জায়গা টা দখল করে দিয়েছে সাকিব ছাড়া কেন অন্য নায়কদের সাথে ছবি করতে দেখি নাই কেন আজ বুবলি মাগির পাল্লায় পড়ে সাকিব কিভাবে অপু আপুর কথা ভুলে গেলে,female,gender,1,35
সানাই আমি তোরে এক রাত খেলতে চাই তোর দুধ গুলা কি,female,gender,1,11
সানাই এর কথা শুনে আমার মনে হয় ও একজন যৌন কর্মী ওকে নায়িকা কে বানিয়েছে‌‌‍‍‍‌,female,gender,1,15
সানাই কিভাবে টাকা আয় করেন এটা কোনো প্রশ্ন হলো দুধ বিক্রি করে খুব সহজ উত্তর,female,gender,1,15
সানাই কে দিয়ে এক্স ভিডিও বানান ওর বাবা মা কে দেখার সুজুক করে দেন মেয়ের এক্স ভিডিও দেখুক,female,gender,1,18
সানাই চাপা বাজ দুধ বড় করতে চার লাখ হলে হয়ে যায়,female,gender,1,11
সানাই টাকা দিয়া পিগার ভড় করে আর ময়ুরি টাকা ছাড়া পিগার ভড় করে,female,gender,1,13
সানাই দুধ রপ্তানি করে পছুর বৈদেশিক মুদ্রা অজন করতে পারবে,female,gender,1,10
সানাই নিচতালা ভাড়া দিয়ে দুধু গড়েছে ওকে কে বিয়ে করবে,female,gender,1,10
সানাই বড় করতে যে টাকা খরচ করছে ময়ূরী আপার বড় করতে তার চেয়ে বেশি টাকা আয় হইছে�,female,gender,1,17
সানাই বলল মাদার তেরেসা নাকি বলছে যে প্রকাশ্য মানুষকে ভালবাসতে পারে না সে আল্লাহকে ভালবাসতে পারেনা। তাই বলে কি তোর মতন একটা মাগীকে ভালবাসতে হবে। আর মাদার তেরেসাকে যে বলছে সেটাই মানতে হবে।,female,gender,1,33
সানাই ব্রা সাইজ কত ম্যাডাম বললেন না তো আর তুমি কি কোনদিনও একই মুখ দেখাবে না ভিডিও,female,gender,1,17
সানাই মাগিরে চলচিএ থেকে বাদ দেওয়া ভালওর মা ও মাগি ওর খান্দান ও মাগির খান্দানমাগি অভিনয় এর নামে চোদা দিতে আসছে,female,gender,1,21
সানাই মাগী কি জানে ওর থেকে বড় মাপের জিনিস আছে��,female,gender,1,10
সানাই লাখ টাকা খরচ করে ভুল করছো দেখো টাকা ছাড়াও তোমার চেয়েও এগিয়ে মাগি এখন কুত্তা চুদে না,female,gender,1,18
সানাই সার্জারী করে দুধ বড় করল আর তোমার দুধ কিভাবে বড় করলে,female,gender,1,12
সানাইয়ের মুখটা হইছে বইসা মাছের মত আর দুধ গুলা হচ্ছে ফুট কার মত,female,gender,1,13
সানায় কেন গেলো দুদু বড় করতে বাহিরে বাংলাদেশে তো ছোট বড় সব করতে পারে,female,gender,1,14
