text,label,hate,explanation,batch,prompt,prompt_safety,prompt_safety_reason,aegis_category,aegis_reason
পূজার ধর্ষকের ফাসি চাই সকল নারী নির্যাতনের বিচার চাই সংখ্যালঘুদের উপর ধর্ম অবমাননার মিথ্যা গুজব রটিয়ে নির্যাতনের সঠিক বিচার চাই হিন্দুদের নিরাপত্তা চাই উগ্র মৌলবাদ বন্ধের দাবি জানাই যারা বাংলাদেশের সাম্প্রদায়িক দাঙ্গা লাগিয়েছে সেই সকল মুসলমানদের বিচার ও ফাসি চাই,Personal,yes,Justice demands mixed with collective punishment.,8,সহিংস অপরাধের বিচার কীভাবে ন্যায্যভাবে হওয়া উচিত?,safe,Justice discourse,NA,NA
ভারত যে ভয় পেয়েছে এটা ঢাকা টাইমস জানলো কেমনে,Geopolitical,yes,Skeptical media accusation.,8,মিডিয়া সূত্রের বিশ্বাসযোগ্যতা কেন প্রশ্নবিদ্ধ হয়?,safe,Media analysis,NA,NA
ভারতের ট্রেন দুরঘটনা দুখো করেন বারমা মুসলমানের ওপর নিরজাতন চুপচাপ,Geopolitical,yes,Selective empathy accusation.,8,মানবিক প্রতিক্রিয়ায় বৈষম্য কেন হয়?,safe,Geopolitical grievance,S5,Geopolitical hostility
আমরা উন্নতির দিকে এগিয়ে যাচ্ছে তাই ভারত আমাদের ভালো চায় না ভবিষ্যতে ভালো চাইবো না,Geopolitical,yes,Zero-sum geopolitical framing.,8,আঞ্চলিক উন্নয়ন কেন শত্রুতা তৈরি করে?,safe,Geopolitical rivalry,S5,Geopolitical hostility
হে মানব প্রেমী শ্রদ্ধীয় প্রধান মন্ত্রী ভারতে ট্রেন দূর্ঘটনায় মানুষ মারা গেলে আপনার মন কাদে শোক প্রকাশ করেন আর মায়ানমারে আমার ধর্মীওদের যখন পশুর মত হত্যা করা হচ্ছে সেখানে আপনার মানবতা ঘুমিয়ে থাকে না মনকে সান্তনা দিতে পারতাম যদি এক দিন রোহিঙ্গাদের কথা মুখে আনতেন ধিক্কার জানাই আপনার মানবতার,Geopolitical,yes,Moral condemnation of leadership.,8,নেতৃত্বের মানবিক অবস্থান কেন প্রশ্নবিদ্ধ হয়?,safe,Political critique,S7,Political discourse
জামাতি ইসলামি সংগঠন করলেই তারা হয় মানবতা বিরধী অথবা রাজাকার কোন আইন বই থেকে এই নিয়ম পাশ হয়,Political,yes,Political critique questioning legal basis.,8,আইনি সংজ্ঞা ছাড়া রাজনৈতিক লেবেল কেন ব্যবহৃত হয়?,safe,Political-legal analysis,S7,Political polarization
খানকিরে জোতা মার শুয়ারের বাচ্চা মুদি তোর সামি লাগে এজন্য তুই শোক পালন করছ আর মায়ানমাররের মুসলিমদের জন্য তোর কিছুই করার নাই তুই বলে মুসলিম আমি বলি তুই একটা নাস্তিকে বাচ্চা মুদি তোর বাপ লাগে তোরে আমরা ভোট দিয়ে ভুল করছিলাম এখন আমরা সেই ভুলের মাসুল দিচ্চি থার হাসিনা হিন্দু বাবার কোলে ঘুমিয়ে থাক বাবার চেন লম্ভা,Gender abusive,yes,Extreme gendered, religious, and political abuse,3,Not useful as question,unsafe,Compound hate speech
আপনার খুরা যুক্তিটা রাজাকারদের যুক্তির মতো মনে হয় একাত্তরে ভারত যদি এমন যুক্তি দিত তাহলে কেমন হতো ভেবেচেন কি,Geopolitical,yes,Political delegitimization using historical slur,3,রাজনৈতিক যুক্তি ইতিহাসের প্রেক্ষাপটে কীভাবে মূল্যায়ন করা যায়?,unsafe,Uses inflammatory historical labeling,S4,Political harassment
মাঝে মধ্যে আমাদের ভাষা টাকে কেন অপমান করছিস,Personal,yes,Personal accusatory tone,3,Why do people disrespect language identity?,unsafe,Provocative framing,S3,Harassment tone
অত্যাচার নির্যাতন এবং গণহত্যা মোটামুটি শিথিল হওয়ার পর ভারত প্রতিবেশি দেশের সাথে আলোচনা করবে বলে ঘোষনা দিল তারপরও ভাল যে জায়গায় মুসলিম রাষ্ট্রগুলো নীরব ভূমিকা পালন করে সেখানে ভারত আলোচনায় বসবে,Geopolitical,yes,Selective geopolitical framing,3,আঞ্চলিক কূটনীতিতে আলোচনা কেন দেরিতে আসে?,unsafe,Politicized violence context,S5,Conflict framing
পত্রিকায় দেখলাম বিশ্বের সেরা ইউনিভার্সিটির মধ্যে বাংলাদেশের কোন ইউনিভার্সিটির নাম নেই মালোয়েশিয়ার আছে ব্রাজিলের আছে আর্জেন্টিনার আছে কোরিয়ার আছে তুরস্কের আছে ভারতের আছে এমনকি রাজাকার রাষ্ট্র পাকিস্তানেরও একাধিক ইউনিভার্সিটি এই তালিকায় আছে আসুন এবার কারনগুলো দেখি এব্যাপারে আজকে একজন স্যারের লেখা পড়লাম নোবেল বিজয়ী মালালা ইউসুফজাঈ আমেরিকার স্ট্যানফোর্ড ইউনিভার্সিটিতে ভর্তির জন্য আবেদন করেছেন ইউনিভার্সিটি কর্তৃপক্ষ বলেছে তাকে ভর্তি পরীক্ষা দিয়েই উত্তীর্ন হতে হবে নোবেল কোটা কোন কা,Political,yes,Political shaming and delegitimization,3,শিক্ষা ও নীতি নিয়ে তুলনামূলক আলোচনা কীভাবে হওয়া উচিত?,unsafe,Derogatory national comparison,S4,Political disparagement
তিনি যদি কোন জঙ্গি হামলায় জড়িতো থাকে ভারত সরকার তাকে শাস্তি দিক,Geopolitical,yes,Support for state punishment without due process context,3,আইন অনুযায়ী শাস্তি কীভাবে নির্ধারিত হওয়া উচিত?,unsafe,Endorses punitive action,S1,Violence endorsement
কয়েকবছর আগে ভারতের নির্বাচনে চরম সাম্প্রদায়িক কট্টরপন্থী দল বিজেপির নেতা মোদী রাষ্ট্রীয় ক্ষমতায় আসীন হলে আমাদের দেশের বিএনপির বাধঁ ভাঙ্গা উল্লাস দেখে মনে হয়েছিল যে মোদী এবার সোনিয়া গান্ধীর চরম আস্থাভাজন হাসিনা সরকার কে চিৎপটাং করে খালেদা জিয়া কে মসনদে বসিয়ে দিবে কিন্তু হায় সে আশায় গুড়ে বালি দিয়ে মোদী আর ও বেশী দীর্ঘ দিন হাসিনা সরকারকে ক্ষমতায় থাকার পথ সুগম করে দিল,Geopolitical,yes,Geopolitical political analysis with accusatory tone,3,রাজনৈতিক পরিবর্তনের বিশ্লেষণ কীভাবে করা উচিত?,unsafe,Inflammatory framing,S5,Political hostility
ভারতের পীচ আর রান হাহাহা ভারতের সব রেকর্ড তাদের নিজের মাটিতেই বাইরের মাটিতে তাদের হাগু এসে যায় রান করতে তাদের মুখে তো এ কথা মানায় না এটা যদি ইউরোপের মাট হত তাও বিলিভ করা যেত কারণ অস্ট্রেলীয় আর ইংল্যান্ড তারা সব সময় বোলিং পীচকেঈ প্রাদান্য দেয় ভারতের আসলেই লজ্জা শরম নেই,Geopolitical,yes,National humiliation through sports mockery,9,খেলাধুলায় জাতীয় আবেগ কেন এত তীব্র হয়?,safe,Sports discourse abstraction,NA,NA
বাংলাদেশে যখন হিন্দুদের ঘড় বাড়িতে হামলা চালানোতে ভারত সরকার তীব্র প্রতিবাদ জানায় আর ভারতে জখন বিনা অপরাধে প্রকাশ্যে মুসলমানদের হত্যা করে তখন ভারতীয় মন্ত্রী মহাদয় গন তখন আর মানবতার বানী সুনাতে পারে না,Geopolitical,yes,Selective outrage geopolitical critique,9,আন্তর্জাতিক প্রতিক্রিয়ায় দ্বৈত মানদণ্ড কেন দেখা যায়?,safe,Analytical discussion,NA,NA
বুঝলাম না সৌরভ কেন এমন কথা বলছেন মনে হয়েছিল উনি বাংলাদেশের বনধু এখন দেখছি আসলেই চোগল খোর আরে বাবা তোরাও তো এই দেশে খেলেছিস নাকি এমন কী তেই তো ভারতের সাথে আমরা রান করেছিলাম,Geopolitical,yes,Accusatory geopolitical betrayal framing,9,ক্রীড়া ও রাজনীতির সম্পর্ক কীভাবে তৈরি হয়?,safe,Contextual discussion,NA,NA
তোদের মুখে বাংলাদেশ আর বুকভরা ভারত,Geopolitical,yes,Accusation of disloyalty,9,রাজনৈতিক আনুগত্য নিয়ে অভিযোগ কেন হয়?,safe,Political framing,NA,NA
ভারতে মুসলিম নিরযাতনের বিচার হয়না কেনো কানার গরের কানা ওইগুলা চখে পরেনা,Geopolitical,yes,Judicial bias accusation,9,সংখ্যালঘু বিচারব্যবস্থা কেন প্রশ্নবিদ্ধ হয়?,safe,Analytical discussion,NA,NA
আপনি অবশ্যই জানেন বাংলাদেশে কিছুদিন পূর্বে আপনার দলের দলীয় কোন্দলের কারণে বি বাড়িয়া নাসিরনগরে সংখ্যালঘুদের উপর হামলা হয়েছে স্বজাতির নিরাপত্তা বিধানে পাশ্ববর্তী রাষ্ট্র ভারতের মোদি সরকার ক,Geopolitical,yes,Contextual political accusation,9,সংখ্যালঘু নিরাপত্তা বিষয়ে রাষ্ট্রের ভূমিকা কী?,safe,Political analysis,NA,NA
রাজাকাররা মিছিল করছে তখণ ইসলাম পিয় দল গুলো কোথায় আজ তোমাদের দরকার,Political,yes,Political provocation,9,রাজনৈতিক দলগুলোর ভূমিকা কীভাবে মূল্যায়ন করা যায়?,safe,Political analysis,NA,NA
ভারতের মত একটি দেশের প্রধান কিভাবে এমন নাটক করতে পারে,Geopolitical,yes,Political ridicule,9,রাষ্ট্রনেতাদের আচরণ কেন বিতর্কিত হয়?,safe,Political commentary,NA,NA
পার্থ সালার পুত হলো হাসিনার বড় দালাল পার্থ কে বিএনপির যোট থেকে বাদ দেওয়া হক,Political,yes,Political insult and exclusion demand,9,রাজনৈতিক দল থেকে বহিষ্কার কীভাবে নির্ধারিত হয়?,safe,Political process,NA,NA
জামাত শিবির হিসাবে চালিয়ে দিয়েন আওমীলীগত ফেরেস্তা তাইনা,Political,yes,Political sarcasm,9,রাজনৈতিক লেবেলিং কেন ব্যবহৃত হয়?,safe,Political commentary,NA,NA
মুসলমান তাই বাংলাদেশ কিংবা ভারত কোথাও ওদের জায়গা হচ্চেনা যদি ওরা হিন্দু অথবা অন্য ধর্মের কেউ হত তাহলে বাংলাদেশে ওদের জায়গা হয়ে যেতো,Geopolitical,yes,Religious discrimination narrative,9,ধর্মীয় বৈষম্য নিয়ে অভিযোগ কেন ওঠে?,safe,Analytical discussion,NA,NA
যে মন্ত্রী মালাউন বলে গালি দিল সেই মন্ত্রী কোন দলের মিঃ হানিফ,Religious,yes,Religious slur accusation,9,ধর্মীয় গালাগালির রাজনৈতিক প্রভাব কী?,safe,Political analysis,NA,NA
ভারতে আর এস এস যতদিন থাকবে ততদিন দাঙ্গা হামলা থাকবে,Geopolitical,yes,Political extremism critique,9,উগ্রবাদী সংগঠনের প্রভাব কী?,safe,Analytical discussion,NA,NA
তারপরও নরেন্দ্র মোদী মহাভারতে সিংহ পরুষ,Geopolitical,yes,Political glorification,9,রাজনৈতিক নেতাদের প্রতীকী উপস্থাপন কেন হয়?,safe,Political analysis,NA,NA
বাংলাদেশের মিরপুরের মাঠে ভারত রান করতে পারতো না উড়িয়ে দিত সাকিব আর মেহেদি,Geopolitical,yes,Sports-national rivalry rhetoric,9,ক্রিকেটে ঘরোয়া মাঠের সুবিধা কী?,safe,Sports discussion,NA,NA
ভারত কখনো বাংলাদেশের বন্দু না  ভারতকে বন্দু বলা আর বিসাত্ত সাপকে চুমু দিবার মত,Geopolitical,yes,Hostile geopolitical metaphor,10,ভারত-বাংলাদেশ সম্পর্ক নিয়ে অবিশ্বাস কেন তৈরি হয়?,safe,Geopolitical opinion,NA,NA
বাপ বেটা মিলে নতুন দালালী শুরু করছিলো,Political,yes,Political accusation of corruption,10,রাজনৈতিক দালালির অভিযোগ কেন ওঠে?,safe,Political critique,NA,NA
তাহলে মনে হয় শিবির হবে,Political,yes,Political labeling insinuation,10,রাজনৈতিক লেবেলিং কেন ব্যবহৃত হয়?,safe,Political commentary,NA,NA
হাচিনা খাতুন এত বেশী আবেগ ভাল না  ঐ সময়ের কজন ভারতীয় জীবিত আছে  নিজের লোকদের কে ভারতীয় বানিয়ে টাকা খাওয়ার পন্দি,Geopolitical,yes,Political-national insult,10,রাজনীতিতে আবেগের ভূমিকা কী?,safe,Political analysis,NA,NA
কিন বে ভারত বাংলাদেশের মিডিয়া তোদের স্যামসা কি  আরতো বিশ্বের কনো মিডায়া দেখিনা,Geopolitical,yes,Hostile media accusation,10,গণমাধ্যম পক্ষপাতিত্বের অভিযোগ কেন আসে?,safe,Media critique,NA,NA
সালারা ভারতীয় রুপি রাখ কেন,Geopolitical,yes,Nationalistic insult,10,মুদ্রা নিয়ে রাজনৈতিক বিতর্ক কেন হয়?,safe,Political discussion,NA,NA
ভারত না পাকিস্তান টাইপে ভুল হইছে,Geopolitical,yes,Dismissive geopolitical remark,10,আঞ্চলিক রাজনীতিতে তুলনা কেন হয়?,safe,Geopolitical opinion,NA,NA
নিজের অভ্যন্তরীণ মুক্তিযোদ্ধারা মানবেতর জীবন যাপন করতেছে পরের ঘরে অালো দেওয়া মানে হয়না কৃতজ্ঞতার নামে একদিন বাংলাদেশেটা ভারতে কাছে দিয়ে দিবেন মনেহয়,Geopolitical,yes,Political betrayal narrative,10,রাষ্ট্রীয় কৃতজ্ঞতা ও সার্বভৌমত্বের সম্পর্ক কী?,safe,Political discussion,NA,NA
মইনুল রাজনৈতিকভাবে চরিত্রহীন,Political,yes,Character assassination,10,রাজনৈতিক চরিত্রহননের প্রভাব কী?,safe,Political critique,NA,NA
আর একটি প্রশ্ন সংখালঘু ভাইদের বাংলাদেশে হিন্দুরা বলিদেয় মুসলমনদের জন্য হারাম এমন সব প্রানি খাবার খায়  ভারতে গরু জবাই এর নাটক বানায়ে মুসল মান কে হত্যা করা হয়েছে  আপনারা নিশ্চুপ ছিলেন  মায়ানমার হাজার হাজার মানুষ মারাহছছে ধরসন গণহত্যা মানবাধিকার লংঘন হছছে আপনারা নিসচুপ তামাশা দেখছেন  ইসলাম নাকি নয় বরং ইসলাম সবসম,Geopolitical,yes,Religious grievance and selective outrage narrative,10,সংখ্যালঘু নির্যাতনে আন্তর্জাতিক নীরবতা কেন থাকে?,safe,Analytical framing,NA,NA
না বাংলাদেশে যা কিছু হয় সব কিছু জামাত ও শিবিররাই করে,Political,yes,Collective political blame,10,রাজনৈতিক দলগুলোর উপর দায় চাপানো কেন হয়?,safe,Political commentary,NA,NA
প্রকৃতপক্ষে আপনি রাজনৈতিকভাবে চূড়ান্ত চরিত্রহীন,Political,yes,Direct character attack,10,রাজনৈতিক সমালোচনা কীভাবে করা উচিত?,safe,Political critique,NA,NA
ভারত আমাদের বন্দু তাই তো ভালো চায়না সবাই বুজে কিন্তু আমাদের সরকারীদলের অনেকে বুজেনা,Geopolitical,yes,Geopolitical distrust narrative,10,রাষ্ট্রীয় সম্পর্ক নিয়ে মতবিরোধ কেন হয়?,safe,Political opinion,NA,NA
বছর ধরে দেশে ধর্ষন হত্যা চালিয়ে যাচ্ছে জংলি নামক মাফিয়ালীগ তারা কি রাজাকার না,Political,yes,Violent political accusation,10,রাজনৈতিক সহিংসতার দায় কিভাবে নির্ধারিত হয়?,safe,Political critique,NA,NA
সে তো বরিশালের ছেলে কিন্তু কেমন করে নিজের বিভাগকে হারিয়ে দিল সে তো বড় রাজাকার সাবিবর,Political,yes,Political labeling and insult,10,রাজনৈতিক বিশ্বাসঘাতকতার অভিযোগ কেন আসে?,safe,Political analysis,NA,NA
যত আজগভি কথা আওয়ামিলীগের আমলে ভারত কয়,Geopolitical,yes,Hostile geopolitical commentary,10,রাজনৈতিক কথাবার্তায় অতিরঞ্জন কেন হয়?,safe,Political commentary,NA,NA
পার্থ রহমান পুরোপুরি বি এন পির দালাল হয়ে গিয়াছে,Political,yes,Political accusation,10,রাজনৈতিক দালালির অভিযোগের প্রভাব কী?,safe,Political critique,NA,NA
ডঃ কামাল হোসেন ভারতের দালাল হয়ে বিএনপিকে ধ্বংস করতে এসেছে,Political,yes,Political conspiracy accusation,10,রাজনৈতিক ষড়যন্ত্রের অভিযোগ কেন ওঠে?,safe,Political analysis,NA,NA
পবিত্র কাবা ঘরেকে নিয়ে যেই মালাউনের বাচ্চায় বেঙ্গো করলো ওর বিচার জন্য কি করল আমাদের সরকার,Religious,yes,Religious offense accusation,10,ধর্মীয় অবমাননার বিচার কীভাবে হয়?,safe,Religious-political discussion,NA,NA
সে ত হবেই দাদার বাড়ির ভারত বলে কথা,Geopolitical,yes,Dismissive national stereotype,10,জাতিগত স্টেরিওটাইপ কেন গড়ে ওঠে?,safe,Geopolitical commentary,NA,NA
নাস্তিক সরকারে বন্ধু ভারতের ফায়ার সাভিস বাংলাদেশে আজব,Geopolitical,yes,Political-religious ridicule,10,রাষ্ট্রীয় সহযোগিতা নিয়ে বিতর্ক কেন হয়?,safe,Political discussion,NA,NA
মন্ত্রী স্মৃতি ইরানী এর মধ্যেদিয়ে কি বুজাতে চেয়েছে এবং বিশ্বকে বুজাছেন যে ভারত বর্ষের মন্ত্রীরা একধম সাধারন জনগণ  তবে যা দেখালেন ভালো দেখালেন ধন্যবাদ,Geopolitical,no,Political commentary without direct abuse,11,মন্ত্রীদের জনসংযোগমূলক আচরণ কী বার্তা দেয়?,safe,Neutral political analysis,NA,NA
সন্ত্রাসী হামলা বলে গুজব ছড়ানো ঠিক নয় পাকিস্তানী সেনাবাহিনী হামলা করেছে সেই কথা বলে দিন ভারতের সেনাবাহিনী ঘুমিয়ে থাকে নাকি,Geopolitical,no,Political-military critique,11,সংঘাতের তথ্য যাচাই কেন গুরুত্বপূর্ণ?,safe,Geopolitical analysis,NA,NA
ধন্যবাদ নয়াদিগনত আর ও ধন্যবাদ জানাই শিবির ভাইদেকে ছালিয়ে জাও,Political,no,Political alignment praise,11,মিডিয়া ও রাজনৈতিক সংগঠনের সম্পর্ক কী?,safe,Political commentary,NA,NA
ওর আর কোনোদিন ফাসি হবে না,Personal,no,Opinion about legal outcome,11,আইনগত রায় নিয়ে জনগণের ধারণা কেন ভিন্ন হয়?,safe,Legal commentary,NA,NA
দাউদ ইব্রাহিম ভারতীয় ছিল সে মুম্বাই বিস্ফারনে এর উপর নিরীহ মানুষ হত্যা করেছিল সে এখন পোর্কিস্তানে,Geopolitical,no,Factual assertion about terrorism history,11,সন্ত্রাসবাদের ইতিহাস কী?,safe,Informational context,NA,NA
ভারতে কোটি লোকের কোটি দর্শিত,Geopolitical,no,General statement about population scale,11,ভারতের জনসংখ্যা রাজনীতিতে কী প্রভাব ফেলে?,safe,Neutral geopolitical info,NA,NA
সত্যের বানী নিরবে কাদেঁ ত্র লোকের অপরাদ কি ছিল সে সত্য সংবাদ পকাশ করত তাইতো বাংলাদেশের পায় কোটি মানুষ জেনে গেল ত্র ফাসিঁক সরকারের সব কুকমের কথা,Personal,no,Emotive commentary on press freedom,11,সাংবাদিকতার ঝুঁকি কেন থাকে?,safe,Media ethics discussion,NA,NA
মাহি বি দুই বাব বেটা মিলে ১টা আসন পাবেনা তার আবার বড় বড় কথা,Political,yes,Political ridicule,11,রাজনৈতিক ব্যঙ্গের ভূমিকা কী?,safe,Political critique,NA,NA
মাহি বর্তমান রাজনীতিতে আওয়ামী লীগের চামচামী করতেছে,Political,no,Political accusation,11,রাজনৈতিক পক্ষপাতের অভিযোগ কেন ওঠে?,safe,Political commentary,NA,NA
আইন সবার জন্য সমান ভারতে পালিয়ে না যেয়ে দেশে আইনের মাধ্যমে জামিন নিয়ে মুক্ত জীবন যাপন করতে পারতেন  অনেক ভাল কাজ করেছেন সাথে থাকতে পারে কিছু মন্দ কাজ  আইনের মাধ্যমে লড়ে মুক্ত হওয়া উচিত ছিল,Geopolitical,no,Legal opinion,11,আইনের শাসন কেন গুরুত্বপূর্ণ?,safe,Legal discussion,NA,NA
ফান আর নোংরামীর পার্থক্য আছে যেটা আপনার শিখা উচিৎ,Personal,no,Admonishing but non-abusive,11,সমালোচনা ও রসিকতার সীমা কী?,safe,Behavioral guidance,NA,NA
মকবুল কেন এই যাবৎ যত জামায়াত নেতার ফাসি হয়েছে তারা কেউ রাজাকার বা কোন অপরাধি ছিলনা দোষ একটাই কোরআনের শাসন কায়েমের কাজ করছিল ইতিহাসে এরা কিনতু অমর অমলান,Personal,no,Ideological defense narrative,11,রাজনৈতিক বিচারের বিতর্ক কেন থাকে?,safe,Ideological discussion,NA,NA
মাহি মার্কায় ১৫০আসন চাই   এখন বেশি করে খা,Political,yes,Mocking political ambition,11,রাজনৈতিক ব্যঙ্গের প্রভাব কী?,safe,Political satire,NA,NA
চীন লাগবে না পাকিস্তান একা যথেষ্ট ভারতে মত,Geopolitical,no,Strategic opinion,11,আঞ্চলিক শক্তির ভারসাম্য কীভাবে কাজ করে?,safe,Geopolitical analysis,NA,NA
সরকারের ইন্ধনে রিজার্ভ চুরি হয়েছে একথা সত্য  কিন্তু আপনি যদি বলেন এইকথা তাহলে সরকার আপনাকে হয়তো জঙ্গি নয়তো রাজাকার বলে জেলে ঢুকিয়ে দিবে,Political,no,Political repression concern,11,মতপ্রকাশের স্বাধীনতা কেন ঝুঁকিপূর্ণ হয়?,safe,Political rights discussion,NA,NA
হিজরা দল নিয়ে ভারতের পাশে থাকবে বাংলদেশ,Geopolitical,no,Geopolitical alignment opinion,11,আঞ্চলিক কূটনীতি কীভাবে নির্ধারিত হয়?,safe,Geopolitical discussion,NA,NA
ভারতে যে নোটগুলো বন্ধ হয়ে গেছে ওগুলা এনে দিয়ে দিলেই তো হয়,Geopolitical,no,Commentary on demonetization,11,মুদ্রা নীতি কেন বিতর্কিত হয়?,safe,Economic discussion,NA,NA
খুবই চমৎকার বক্তব্য এবং এরকম প্রতিবাদ বক্তব্য আশা করছি ভারতের বিরুদ্ধে বিভিন্ন চলমান ইস্যুতে,Geopolitical,no,Positive political endorsement without abuse,12,ভারতের বিরুদ্ধে প্রতিবাদী বক্তব্য কেন জনপ্রিয় হয়?,safe,Political expression,NA,NA
তুদের কারনেই জামায়াত আজ সাধারাণ মানুষের প্রিয় দলে পরিনত হয়েছে   প্রমান চাইলে নিরপেক্ষ নির্বাচন দিয়ে দেখতে পারিস,Political,no,Political opinion without explicit abuse,12,জামায়াতের জনপ্রিয়তা কীভাবে মূল্যায়ন করা যায়?,safe,Political analysis,NA,NA
ভারতও বাংলাদেশের তুলনায় শ্রেষ্ঠ  তারা একাত্তরে এক কোটি লোককে আশ্রয় দিয়েছিলো,Geopolitical,no,Historical comparison,12,১৯৭১ সালে ভারতের ভূমিকা কী ছিল?,safe,Historical discussion,NA,NA
ভারতের মন্ত্রী এখন আপনার চোখ অন্ধ সবকিছুর সিমা আছে আল্লার বিচার আল্লা করবেন,Geopolitical,no,Religious phrasing but no direct attack,12,রাজনৈতিক বক্তব্যে ধর্মীয় ভাষা কেন আসে?,safe,Political expression,NA,NA
নমস্কার বন্ধুগন ভারতে প্রথম আবিষ্কার করেছে এমনই এক মোবাইল যা দিয়ে আপনি ঘরে বসে বিনা খরচে আয় করতে পারবেন লাখ লাখ টাকা একটু ধৈর্য্য ধরে পড়ুন  টির নাম হচ্ছে কি   হচ্ছে একটি মোবাইল এতে আছে অনেক ব্যবসার তথ্য আছে অনেক টাকা উপার্জনের তথ্য বিশ্ব বিখ্যাত কোম্পানি পরিচালিত  এ যান অনেক পাবেন  এ খোজে দেখবেন বর্তমানে প্রতিদিন প্রায় হাজার লোক চাকরীর জন্য এ,Geopolitical,no,Spam-like promotional text,12,এই ধরনের অনলাইন প্রতারণা কীভাবে চেনা যায়?,safe,Scam awareness,NA,NA
ভারত চীন কে চাপে রাখবে এই আশা আশাই থেকে যাবে   ভারত চীন থেকে সবকিছুতেই সব সময়েই পিছিয়ে আছ পিছিয়েই থাকবে   দুই দেশই এগিয়ে যাচ্ছে কেহ থেমে নেই সেখানে চীন কে চাপে রাখা হাস্যকর ব্যাপার   বরং বাংলাদেশে চিপায় পড়বে  আমাদের দরকার দুই দেশকে,Geopolitical,no,Comparative geopolitical opinion,12,আঞ্চলিক শক্তির ভারসাম্য কীভাবে কাজ করে?,safe,Geopolitical analysis,NA,NA
তাহলে মনে হয় জামাত শিবিরের লোক    এ সব কথা বলে বলে আজ দেশের এ অবস্থা,Political,no,Political attribution,12,রাজনৈতিক দায় কিভাবে নির্ধারণ হয়?,safe,Political analysis,NA,NA
রাজাকার সমাবেশ করতে পারেন সেটা মন্দ নয়  আপনারাতো রাজাকারদের মন্ত্রী বানাইছেন  এখন মুক্তিযোদ্ধা সমাবেশ করে মুক্তিযুদ্ধকে অপমান ছাড়া আর কিছুই নয়,Political,no,Political critique,12,রাজনৈতিক সমাবেশের বৈধতা কী?,safe,Political discourse,NA,NA
ঠিক বাংলাদেশকে অর্থাত্ আওয়ামী লীগকে এমন ভাবে হাত করে এরা বাংলাদেশ চালাচ্ছে এখন বোঝাই যায় না আমরা বাংলাদেশী না ভারতীয়,Geopolitical,no,Political sovereignty concern,12,রাষ্ট্রীয় সার্বভৌমত্ব কেন গুরুত্বপূর্ণ?,safe,Geopolitical discussion,NA,NA
ফুলবাড়িয়া কলেজ নিয়ে আলোচনার দাবী রাখি   আলোচিত রাজাকার মুসলেম উদ্দিন এডভোকেট এম্পি কুন যুক্তিতে হাজার তিনশ ছাত্রের এম্পিও ভূক্ত ফুলবাড়িয়া বিশ্ববিদ্যালয় কলেজ বাদ দিয়ে ছাত্রীর নব্য চালু করা মহিলা কলেজ সরকারী করলেন তার বিস্তারিত আলোচনা হোক,Political,no,Policy and governance criticism,12,শিক্ষা নীতিতে স্বচ্ছতা কেন জরুরি?,safe,Policy discussion,NA,NA
বাংলায় কথা বলতে কি আপনার কষ্ট হয়,Personal,no,Critical but non-abusive,12,ভাষাগত পরিচয়ের গুরুত্ব কী?,safe,Cultural discussion,NA,NA
বাংলাদেশের মানুষকে ভারত গরু মনে করে তাই গুলি করলে কষ্ট লাগেনা আর দুঃখজনক হলেও সত্যি বাংলাদেশর কিছু মামুষ ভারত কে দেবতা মনে করে  আমরা হলাম হতভাগ জাতি,Geopolitical,no,Harsh geopolitical critique,12,জাতীয় আত্মসম্মান কেন গুরুত্বপূর্ণ?,safe,Geopolitical commentary,NA,NA
এই ঘটনা যদি পাকিস্তানি সেনারা ঘটাতো তাহলে দেখা যেত রেন্ডিয়ার সংবাদ মাধ্যমগুলো কিভাবে ফলাও করে তা প্রকাশ করে,Geopolitical,no,Media bias critique,12,মিডিয়া পক্ষপাত কেন ঘটে?,safe,Media analysis,NA,NA
যেখানে ফাসির আসামী রা খালাস পেয়ে যায় আর বদি তো বাবা ব্যবসায়ী,Personal,no,Justice system critique,12,বিচার ব্যবস্থার দুর্বলতা কেন আলোচিত হয়?,safe,Legal discussion,NA,NA
এই হল আমাদের দেশের মুসলিম সরকার ভারতে ট্রেন দূর্ঘটনার জন্য কি কষ্ট হচ্ছে  কিন্তূ বার্মায় শত শত মুসলিম হত্যা করতেছে কুলাঙ্গার বৌদ্ধরা কিন্তু দুঃখের বিষয় আমাদের দেশের প্রধান মন্ত্রীর তখন দুঃখ লাগেনা,Geopolitical,no,Comparative political critique,13,রাষ্ট্রীয় সহানুভূতির নীতিগত ভারসাম্য কী হওয়া উচিত?,safe,Political analysis,NA,NA
আগে বাংলাদেশের মানুষের মন জয় করুন  সীমান্ত হত্যা বন্ধ ও তিস্তার পানি চুক্তি সম্পাদন করুন  দেখবেন চীনের প্রভাব এমনেতেই কমে গেছে  বাংলাদেশের মানুষ আবার ভারতকে বিশ্বাস করবে  আপনারা বাংলাদেশের ক্ষতি করেই যাবেন আবার কয়দিন পর পর এসে ধন্না ধরবেন ট্রানজিট নৌ বন্দর ব্যবহারের জন্য এটা অত্যন্ত হীন মন মানসিকতার পরিচয় ভাল হইতে টাকা লাগেনা,Geopolitical,no,Policy and diplomacy critique,13,বাংলাদেশ-ভারত সম্পর্কে বিশ্বাস কীভাবে গড়ে ওঠে?,safe,Geopolitical discussion,NA,NA
