sentence,target,type,hate speech,sentence_length
শুন পিচ্চি শালা তর নাম্বার দে তর সাথে আমি যে কোন বিষয় নিয়ে কথা বলবো,male,slander,1,15
শুয়রের বাচ্চা জাফর সার আপনি ধর্ষকদের উৎসাহ দান কারী আপনি নিকেই বড় ধর্ষক। নির্লজ্জ বেহায়া তুই,male,slander,1,16
শুয়রের বাচ্চার জন্ম সালে হয় তবে সালে ঢাকা বিশ্ববিদ্যালয়ে শিক্ষকতা কি ভাবেমুক্তিযোদ্ধা কি ভাবে,ind,slander,1,14
শুয়ারের বাচ্চারা! এই জন্যে সবার উচিৎ বাংলাদেশের এইসব ফইন্নি মার্কা শো এর এডিশনে না যাওয়া। থার্ড ক্লাস সব জাজ দিয়ে বালের শো করে। কুত্তার বাচ্চারা।,group,slander,1,25
শুয়েরের বাচ্ছা খবিশ বন্ড নাম্বার দেও কেউ ওর শালাকে সিলেট আনিয়া এমন বাদাম দিবো ওয়াজ করা শিখাইয়া দিবো,male,slander,1,18
শুয়োর ক্ষমা চায় ওর ফাঁসি চাই বড় কোনো শাস্তি না হলে এভাবেই চলতে থাকবে,ind,slander,1,14
শুয়োরের বচ্চা তোর মতো ছেলে থাকার চেয়ে না থাকা ভালো,male,slander,1,10
শুয়োরের বাচ্চা এখন কেঁদে লাভ নেই কারণ অন্যায় করার আগে ভাবা উচিৎ ছিল এখন শুধু ফাঁসির দড়িতে ঝোলার অপেক্ষায় থাক ।,ind,slander,1,21
শুয়োরের বাচ্চা গুলো এইসব ছবি বানিয়ে আমাদের মুসলমান দের বদনাম করেছে । আমি ভারতীয় পশ্চিমবঙ্গের।,group,slander,1,15
শুয়োরের বাচ্চা ভিপি হইলে শপথ নেয়না কেন এটা দ্বিমুখী সাপ।,ind,slander,1,10
শুয়োরের বাচ্চা শুয়োর বলে কি তদন্ত করছে আরে কুকুরের বাচ্চা কুকুর ভিডিও দেখেতো সব বুঝাই যাচ্ছে আর কি তদন্ত অফিসে কিসের রেস্ট রূম জনগণের বোকা বানাও খানকির ছেলে। জামালপুরবাসি এখনও চুপ কেন,male,slander,1,32
"শুয়োরের বাচ্চা, নুরু রাশেদের গগন বিদারি চিৎকার তোর কানে যায় না?",male,slander,1,11
শুয়োরের বাচ্চারা দরলাম গালি দিয়েছে তো কি এমন হয়ছে শুনি জারজ গুলা জার্সি পরা জারজ চামচা টাকে আচ্ছা মত পেটানো যেতো শুয়োরের বাচ্চা চামচার বাচ্চা চামচা লোকটা এত করে বলছে গালি দেয়নি যদি দিয়েও থাকে তাহলে সে তো দুঃখপ্রকাশ করেছে সরি বলেছে আর কি করবে শুয়োরের বাচ্চারা…,group,slander,1,47
"শুয়োরের বাচ্চারা দেশটাকে ইরাক আফগানিস্থানের মত বানাইতে চাইতেছে, জনগণের ক্ষমতা আগে জনগণকে ফিরিয়ে দে হালার পো হালা।",group,slander,1,17
শুয়োরের বাচ্ছা গুলো ইন্ডিয়ান আর্মি ভয়ে পালাচ্ছে তোদের বাংলাদেশ কে দখল করতে চাইলে দিন টাইম লাগবে ইন্ডিয়ান আর্মির,group,slander,1,18
শেখ হাসিনা কুত্তার বাচ্চা তুই রাজাকারের শাস্তি তো বেশ ভালো ভালো লোকদেরকে তোর চোখের সামনে এইযে পাপন এক নাম্বারে রাজাকারের বাচ্চা রাজাকারের বাচ্চা জন্য ভালো ভালো প্লেয়ার গুলো নষ্ট হয়ে যাচ্ছে তাদের বিচার কর অমানুষের বাচ্চা তোরা,female,slander,1,37
শেফাত লম্বায় ফুট ওর নুনু ইঞ্চি যে জন্য ও উন্মাদ,male,slander,1,10
শোয়েব মালিক তোর বাপের চেয়ে বয়সে বড় শালা। শোয়েব যদি সঠিক বয়সে বিয়ে করতো তাহলে তোর মতো ছেলে থাকতো।,ind,slander,1,19
শ্যালা ফালতু ওকে দেখে তো মনে হয় আমাজান জঙ্গল থেকে মাত্র এসেছে ওকে বিচারক ক্যান বানানো হয়েছে,male,slander,1,17
"শ্লা বোকাসোদা � দুজন মরে নাই,ঘটনাস্থলেই তিনজন ম্রা গেসে। পরে পাঁচজন",male,slander,1,11
"ষাঁড় , কখনো যদি ভুল করে ও মসজিদে যান তাহলে কি নামাজ পড়া বাদ দিয়ে ইমাম সাহেবের ভুল ধরবেন ? জাতি জানতে চায় ��",male,slander,1,24
"ষাড় মিরজাফর কষ্ট হয় আপনার জন্য, আচ্ছা আপনি কি এই পোস্ট বা চেতনা খাড়া করে আপনার দেয়া পোস্টের কমেন্ট পড়েন",male,slander,1,20
ষার আশ্চর্য জাফরা দ্রোনাচারিয়ার নির্রবাাচনের এই দশ ইশতেহার কে দিয়েছে কে কে কে?????,male,slander,1,13
ষার একজন vvip মানে বুঝস? very very important person মদ খা মোরক্ষ চোদারা মদ খাবি মানুষ হবি শুঁটকি খাবি হড় হড় করে বমি করবি মোরক্ষ ছোদারা,male,slander,1,26
"ষ্যড় বাবু এত্তো রাতে পোস্ট দিয়েছিলেন? কেন?! হটাৎ করিয়া কি বাবুর ইচিং ইচিং ঊঠিয়া ছিলো ? বাবুর এসব চিন্তায়, তারুণ্যে তার নিজের গুনাগুনে উল্ল্যোসিত না হইয়া, বরং অত্যাধিক মাত্রায় নারীর অধিকারের চাইতেও নারীর সম্মান হরনের উল্ল্যোসিত ঘটনাগুলি তাহার চোখের আলোতে আসিতেছে না নাকি, বোধগম্য নহে। বাবু! আপনি বরং আরো খাটি কলিকাতার বাবু হইয়া যান। পাকি বিদ্বেষী হওয়ার সাথে সাথে আপনি যে এই দেশটিকে কলিকাতার অংশ করিবার এই অপচেস্টা চালাইতেছেন । তাহা আমরা সবই জানি। এই মাটিতে আমাদিগকে শান্তিতে থাকিতে দিন। আপনার ইচিং ইচিং ইনিংসে তারুণ্যে ধ্বংস হইয়া গিয়াছে প্রায়। আপনি কি দেখিতেছেন না? আপনার ভালোবাসার ন্যাকামি বড় আকারে প্রকাশিত হইয়া গিয়াছে? ১০ বছর পূর্বও আমরা আরো ভালো ছিলাম। আপনি বরং কলিকাতায় গিয়া পালনকের তলায় আরাম করুন।",ind,slander,1,116
সকল বিচারকগুলারে পিটাইয়া জুতার মালা দিয়া রাস্তায় রাস্তায় হাটানোর দরকার,group,slander,1,10
সকল মা তার সন্তানের জন্য অন্য রকম একটা মমতা কাজ করে কিন্তু যে মেয়ে টাকে আপনার ছেলে মেরেছে এত নিমম ভাবে চিন্তা করেন সে মায়ের কতটা কষ্ঠ হয়েছে আপনি সে মায়ের জায়গা থেকে চিন্তা করেন তাহলে আপনার কুলাঙ্গার ছেলের কথা মনে পডবে না,male,slander,1,43
সকাল বিকাল ঝাড়ু মারলে কিছু শিখবো এই সমস্ত কুলাংগার বালের বিচারকরা।আর মম শবনম তোমরা অভিনেত্রীই তো হতে পারলানা আবার বিচারক কবে হইলা শ্যাম অন ইউ।,group,slander,1,25
সঠিক কতা হক কতা বললে সালাদের সরিরে গায়ে আগুন জলে? লাল পানজাবি ওলা সালারা গানজা খুর?,group,slander,1,16
সড়ক মন্ত্রী লাইসেন্স চেক করবে একা সাথে থাকবে একজন এসআই একজন কনস্টেবল এখানে তো দেখি রামছাগল হাজার,group,slander,1,17
সত্য কথা বলতে কি । বাংলাদেশের যে অভিনেত্রী ও অভিনেতা আছে আমার তো মনে হয় না। এসব আবালদের জন্য দেশের ভাল নাটক ও সিনেমা ধ্বংস হয়ে যাচ্ছে। এই জন্য আমি বাংলা ছবি দেখি না । সব চাইতে ভাল ছবি তৈরি করে ভারতীয় তামিল ছবি। গল্প গুলো সুন্দর ভাবে উপস্থাপন করতে পারে।,group,slander,1,51
সত্যি বলতে কি বাপের বেটা না সে একটা জানোয়ার রের বাচ্চা এর জন্য অপেক্ষা করছে কিন্তু সেই জায়গা হলো জেল,male,slander,1,20
সত্যি ভিডিওটা দেখে কিছু না বলে যেতে পারতেছিনা সত্যি ভাই অসাধারণ হয়েছে আর আপনি যাদের নিয়ে কথা বলছেন তারা নিজেরা যদি ভদ্র হত তাহলে ভদ্রভাবে কাউকে ব্যবহার করত না যতসব আবাল বাংলাদেশের পাগল আর কি ভুল করছে তাদেরকে ওই জায়গাতে না দিয়ে রাস্তায় দিলে ভালো হতো,group,slander,1,46
সত্যিকথা বললে শালা মাজার পুজারিদের গুয়ায় লাগে।গাঁজা খাওয়া ℅ সত্যি কথা।,ind,slander,1,11
সন্তান দেখেছি কিন্তুু এরকম কুলাংগার দেখিনি আললাহ তোর দুই হাতকে পচিয়ে দিক আমিন মনে হয় তোর সন্তান নেইতো তাই বাপের মর্ম বুঝঝ না সালা আবাল,male,slander,1,25
সন্তানকে মানুস না বানিয়ে জানোয়ার বানাইছ এখন ভোগান্তি কাওকে কাদালে কাদতে হয়,ind,slander,1,12
সন্ত্রাসির নাম নয়ন ছিলো সোহেল ছিলো না। মাইন্দারের বংশ মফিজের দল বাল বানাইছে,male,slander,1,13
সব কটা ভুদাই ভদ্র মানুষ কোন দিন এই ভাবে কথা বলে নাকি। জাজ ফুডাইতে আইছে খ্যাতের থেকে উঠে আসছে এক একটা,group,slander,1,21
সব কয়টা বিচারক মাদারচোদ কি বাল জানে মাসুদ রানা সম্পর্কে,group,slander,1,10
সব কয়টাকে দল থেকে বের করে দিয়ে নতুন দল তৈরি করুক সালা কুওা বাচ্চা রা টাকা জন্য খেলে একটা সিরিজ বাহিরে জিততে পারে না। তাদের কে নোমান দোকান টাকা কয়েন গুলো দিয়ে দে কুওা বাঁ্চা,group,slander,1,35
সব কাজ এই সালা পাপন এর তাকে বিসিবি থেকে বাদ দিয়ে মাসরাফি ভাই কে দেখতে চাই বিসিবি,male,slander,1,17
সব কিছু যেনে ভিডিও করবেন আপা নয়নের সাথে যদি বিবাহ হতো তাহলে রিফাতের বিবাহর সময় কেন বাধা দিল না তখন কোথায় ছিল এই নয়ন দেশে কি আইন নেই তখন কোথায় ছিল এই ভিলেন নয়ন কুক্তার বাচ্চা,male,slander,1,36
সব কিছুর মূলে আছে পাপইন্না।শালা পাপনকে বিসিবি থেকে গার ধাক্কা দিয়ে বের করে দিলেই হবে।ক্রিকেট ধ্বংস করার পায়তারা!!!!,male,slander,1,18
সব কুত্তার বাচ্চাদের ফাঁসি দেওয়া হোক প্রকাশ্যে আজ সোনার বাংলার এই অবস্থা ওই কুত্তাদের জন্য,group,slander,1,15
সব গুলো কুওা তাই ধুদ নিয়ে সমালোচনা না করলে মজা পাইনা তরার মা নাই কুওারা তরা আসলে মানুষ না কুওা,group,slander,1,20
সব গুলো কে বাত দেয়া দরকার বাংলাদেশের মতো এতো গরিব দেশে এতো টাকা বেতন পায় সালারা এই প্রযত্ন একটা কাপ আনতে পারলো না,group,slander,1,23
সব গুলো গাধার বাচ্চা কম্পিটিশনে গেছে আর শুয়োরের বাচ্চারা জাজ হয়েছে,group,slander,1,11
সব গুলো ফালতু আর নোংরা শুয়ের বাচ্চা আর মেয়ে গুলো বালের,group,slander,1,11
সব গুলো মিথ্যুক মাদার চুদ ওরা সবাই জানে ওখানে খারাপ কাজ হয় তার পরও এখানে আসে ওরাই তো দেশের পরিবেশটাকে নষ্ট করতেছে ধন্যবাদ আপনাকে ও রেবেের ভাইদেরকে,group,slander,1,27
সব গোলা মানুষ কাপুরুষের মত দারিয়ে দেখলো সব আবালের দল,group,slander,1,10
সব চামচা সালা এমন করে দরে আছে মনে হয় সব কুত্তা,group,slander,1,11
সব চামছার দল লোকটাকে যে ধরছে এটা তো গাজাখোর।একটা বলছে তো কি হইছে সালারা দালাল,group,slander,1,15
সব চেয়ে খারাপ লাগলো অই কালো ছেলেটার কমেন্ট শুনে।এদের কে গালি দিলে ও গালির অপমান হবে।সুওরের বাচ্চা রা।কোন মাষ্টারে তদের শিক্ষা দান করছে।জানতে বড় ইচ্চে হয়।,male,slander,1,26
সব চোর গুলারে বিচারক বানিয়েছে মাদার চোদের বাচ্চারা । সবনম ফারিয়া আর মম তরা না অভিনয় করছ তোদের কথার বাসা কেন এরকম । বেশ্যা মাগিরা তরা আবাসিক হোটেলে গিয়ে বস । তরা আবাসিক হোটেলের যুগ্ম মাগিরা । বাসা শিখ । আর সবনম ফারিয়ার সাথে যে বসেছে সালা আবাল তার চুলের স্টাইলটা দেখলে মনে হয় সে ভিক্ষা করতে এসেছে । এদের কে বিচারক না বানিয়ে মাঠে নিয়ে গরুর হাল চাষ করালে ভালো হবে। সালা আবালের বাচ্চারা,group,slander,1,75
সব জায়গায় শালার দুর্নীতি। জনগণের টাকা লুটে পুটে শেষ করে দিচ্ছে।আমরা প্রবাসীরা দেশের এই দৃশ্য দেখে হতাশ হওয়া ছাড়া করার কিছু নাই।,ind,slander,1,22
সব তথ্য এর হয়ে কথা বলবি তদের চুদা চুদে ছিল,group,slander,1,10
সব দোষ বিচিবির আবাল মার্কা কর্মকর্তারহ্লার পুত্রা ভালো প্লেয়ার তো আনতেই পারেনাবরং যা ছিলো তাদেরকেও ধ্বংস করে দিছে,group,slander,1,18
সব নস্টের মুলে রানুদির মেয়ে কে কে একমত লাইক দিন,female,slander,1,10
সব বাদ দিলাম মহিলা উপস্থাপকের কি আকাল পড়ছেশ্লা আবালের জাত ওয়াক,group,slander,1,11
সব মাদারচোদরাই চামচা।আর জার্সি পরিহিত মাদারচোদটা যেই ভাবে ছেলেটাকে যেভাবে ধরেছে মন চোর ধরেছে।সব মাদারচোদরাই চায়তেছেন ছেলেটার কাছ থেকে ধান্দা করার জন্য উঠে পড়ে লেগেছে ।,group,slander,1,26
সব মানুষ আপন হয় না জেমন পাপন আপন হইতে পারে না শালা হারামির বাচ্চা,male,slander,1,14
সব যুদ্ধাপরাধী জাহান্নামের নীচুস্তরে দাখিল হয়েছে আমীন পাপের বিচার আল্লাহর জমিনে হয়েছে,group,slander,1,12
সব লুচ্চা বদমাইস গুলোর হাতে দেশের দায়িত্ব দিয়ে রেখেছে হা আর কি দেখা আছে বাংলাদেশ জনগণ,group,slander,1,16
সব শালা আবালচোদা লোক অভিনয় করতে পারে না আবার নাটক চুদাও হালার পুতেরা বাস্তবের সাথে সেই রকম কোন মিল নেই শালার পুতেরা টাকা দামের খানকি আইনা মিন্নির উপর সব দোষ চাপাইতাছোছ আবালের দল।,group,slander,1,33
সব শালা কুত্তার বাচ্চা এদের ফাঁসি দেওয়া উচিত তোমাদের বাংলাদেশে কোনো বিচার হয়না আমার বাড়ি বাংলাদেশ হলে দেখতাম সব শালা কে কুত্তার বাচ্চা,group,slander,1,23
সব শালা ভন্ড। ধান্দাবাজ। এক শালাও কুরআন হাদিস পরেনাই। যায় বালের গিবত শুনতে।,group,slander,1,13
সব শালাকে বাদ দিয়ে নতুন নিন তাই হবেসাথে আপনিও বাদ,group,slander,1,10
সব শালারা চামচা মুসফিকুর রহিমের। এসব দালালি বাদ দাও কুকুরের বাচ্ছা এসব করে দেশটা নষ্ট করেছো শুধু নেতাদের তৈল মেরে মেরে,group,slander,1,21
সব শালারা শুওরের বাচ্চা ইসলাম নিয়ে এই ধরনের কথা বলার সাহস পায় কেমনে,group,slander,1,13
সব সমস্যা মূল হল দিনের ভোট রাতে হলে আইন থাকে কোথায় বিচার কে করবে আল্লাহ তুমি জানোয়ার দের হাত থেকে দেশকে বাঁচান,group,slander,1,22
সব সালার হারাম খোর জে বর কোন পদে বসে খানকির পোলারা ঘোষ খাইয়া টাকার পাহাড় গড়ে আমাদের দেশের আইন শৃঙ্খলা পরিস্থিতি দুর্বল তাই জে কেউ এই রকম সাহস পায়,group,slander,1,29
সব হালায় এখন পারে হালি ইন্ডিয়ার লগে পারে না �,group,slander,1,10
সবই তো বড় লোকের চামচা সবাই মুসফিকের গোলাম তাই তো বার বার মুসফিকের পাওয়ার এর কথা বলতেছে কেউ ছেলেটার কথা মানতে চাইতেছে না ক্ষমতার থাকে যা হয় আর কি কিছু সময় মানুষকে ভালো কথা বললেও রেগে যায় মুসফিক হয়তোবা এই জন্য রেগে গেছে যে সামন্য একজন পাবলিক আমাকে উপদেশ দেয় তাই রেগে গেছে টাকার গরম স্টেটাস বড় মানের খেলোয়ার আরো কতো ক্ষমতা তোমরা শুধু সাধারন মানুষের সাথেই ক্ষমতা দেখাইতে পারবা পারলে নাজমুল হাসান পাপনের সাথে লাগো সোনাটা চুয়াইয়া দিবো সালা আচুদা ক্ষমতাবান লোক,male,slander,1,83
সবই বুঝলাম কিন্তু অাপনারা আবালের মত তার নাম্বারটা দেখাইছেন কেন?,group,slander,1,10
সবকটা মাগার চুদির বাচচাইন জে সাকিব খানকে নিয়ে ফালতু বলে,group,slander,1,10
সবকটা মাদারচোদ খানকির পোলা ভাইয়াটা বুঝাইতে চাইছি কি আপনি জানেন এই ভাইটি বুঝাইতে চাইছেন মুশফিক বাইরে গুডলাক আবার হবে মানে আপনি আউট হয়েছেন মন খারাপ তো দরকার নাই নিচে তাকানোর দরকার নেই উপরে তাকান আবার হবে,group,slander,1,36
সবগুলো ক্রিকেটার জামায়াত শিবির নয়তো জামায়াত শিবিরের থেকে টাকা খেয়ে ধর্মঘট করছে। পাপন হারামজাদার কথা শুনে মনে হচ্ছে একদম দুধে ধোয়া তুলসী পাতা। তুই হারামজাদা ক্রিকেট আর তোর নেত্রী বাংলাদেশটাকে ধ্বংস করার কাজে সদা নিয়োজিত। তবে একটা কথা পরিস্কার প্লেয়ার যেটা ভালো খেলার পর ট্রিট চায় মুখ ভেঙেতাকে কোন সর্থ ছাড়াই আজীবনের জন্য বহিষ্কার ও দেশ ত্যাগে নিষেধাজ্ঞা এমনকি ঐ দিন পর্যন্ত যত টাকা পয়সা বিসিবি থেকে নিয়েছে সব ফিরত নিয়ে নিবে। কারণ ঐ হারামজাদা খেলেই টাকার জন্যদেশ তার কাছে কিছু না।,ind,slander,1,82
সবচেয়ে বড় লজ্জা হলো শালার বেটা আবার মিডিয়ার সামনে কেমনে বড় কথা বলে। ওরতো বনবাসে যাওয়া উচিত।,male,slander,1,17
সবথেকে গুদমারানি ইউটিউব চ্যানেল এর লোকেরা সালা তোদের কেই কি ফোন করে সব কাহিনী জানায় সারাদিনে রকম ভিডিও ছাড়বে আর দশ রকমি কথা বলবে তোদের এই রানু দি উমুক করেছে এই তুমুক করেছে সালা চুদমারানী আমি ক্ষিপ্ত হয়ে গেছি আর খালি সাবসক্রাইব করুন লাইক করুন,group,slander,1,45
সবথেকে বড় মিথ্যা প্রচার এই শুয়োর গুলো চ্যানেল কেন খুলে সেটাই চিন্তার বিষয়,group,slander,1,13
সবাই কি অাবাল নাকি দুষ্টু গরুর চাইতে শূন্য গোয়াল ভাল। সাকিব অতি অহংকারী।তার যে অান্দোলন সেটিতেও একমত না অাবেগ দিয়ে জিবন চলে না। সাকিব এর চাইতে বড় বড় ক্রিকরটারা ক্রিকেটে নাই তাই বলে কি ক্রিকেট ধ্বংস হয়ে গেছে নাকি।,group,slander,1,39
সবাই গালি দেয় আমি আর কি বলবো আমি কাছে পাইলে ভরে দিতাম,ind,slander,1,12
সবাই ঠিক আছে তুই কার চুদা মনে হয় তুই গুরাচুদা,ind,slander,1,10
সবাই নিজের মতামত জানাতে পারে তাতে দোষের কি হলো শুধু মুশফিক কেন বাংলাদেশের প্রধানমন্ত্রী কে সমালোচনা করা যেতে পারে তাই বলে তাকে আটক করা হবে গাঁজাখোরের দল সব,group,slander,1,28
সবাই বুঝে ভাই । পাপন কুক্তার বাচ্চা জানোয়ারের কাজ। পাপন মাদার চোট,male,slander,1,12
সবাই ভি‌ডি‌ও‌টি সোশাল মি‌ডিয়া‌তে শেয়ার ক‌রেন যা‌তে এই রকম কুলাঙ্গার সন্তা‌নেরা সাবধান হ‌য়ে যায়,group,slander,1,14
সবার আগে এই মাদারটুস্ট পাপনকে বোর্ড থেকে বহিষ্কার করা হোক। একজন আবাল ক্রিকেটের সভাপতি কেমনে হয়?,male,slander,1,16
সবার দৃষ্টি আকর্ষণ করছি। বিশেষ করে প্রধানমন্ত্রীর। বাঙালিদেরকে পাকিস্তানিরা বহুত অত্যাচার নির্যাতন করেছে। কিন্তু যতই কষ্ট হোক পরিশেষে জয়টা কিন্তু বাঙালিদেরই হয়েছে।তাই সাবধান আপনার এইসব কুলাঙ্গার ছাত্রলীগের ছেলেমেয়েদের সৎ পথে নিয়ে আসুন। কারন সময় আর বেশি নাই আপনার পতনের। সম্মানের সাথেই যাতে অবসরে যেতে পারেন। কারন আমরা আর আপনাদের কাউকেই চাইনা। নতুন মুখ দেখতে চাই। অতিষ্ঠ হয়ে গেছি আপনাদের এইসব ভন্ডামি ব্যবহারে।এর থেকে বেশী সম্মান করতে পারবোনা।নজর দিন সাধারণ মানুষের সুযোগ সুবিধায়।আর দেশের জনগণের গণতান্ত্রিক অধিকার ফিরিয়ে দিন।দেশটা আপনার একার না যে আপনার একান্ত ইচ্ছামত চলবে। আমাদের সবার সমান অধিকার এই দেশের। আমাদের মতো সাধারণ মানুষের প্রাণের বিনিময়ে অর্জিত আমাদের এই সোনার বাংলাদেশ।,group,slander,1,103
সবুজ ভাই লুচ্চা নাটক ছাড়া অার কিছু চো‌খে প‌ড়ে না?সালা লুচ্চার ঘ‌রের লুচ্চা,male,slander,1,13
সময় চলে যায় বাল পেকে যায়। বিচিও ঝুলে যায়। কিন্তু ছাত্রলীগের এই চোদনারা আজীবন আচোদাই রয়ে যায়।,group,slander,1,17
"সময় টিভি কে ধন্যবাদ সব সংবাদ সুন্দর ভাবে তুলে ধরার জন্য। পারলে অার একটা ভাল কাজ করেন, সেটা হল এই মাদার চোদ ক্রিকেটারের ডিএনএ টেষ্ট করেন।কারন এই শালা একের পর এক ভ্যাজাল করেই চলেছে। ১০০% ভাগ গ্যারান্টি এর গোড়ায় গন্ডগোল।",male,slander,1,40
সময় টিভি খানকির পোলারা কলকাতার ভিডিও তোরা কেন ইউটিউবে পোস্ট করলি দেশের মানুষকে শিখাস কিভাবে বাবাকে পেটাতে হয় সময় টিভির গুষ্টি চোদি,male,slander,1,22
সময় টিভি তোর সোনার ভিডিও আমি দেখলাম না কারন একটা চোরের বাচ্চা জারস এর সাথে এক জন ভালো মানুষ এর তুলনা করিস সালা তোর ভিডিও ডিটিট কর কইলাম মালয়েশিয়া থেকে বম মারুম তোর কপালে,ind,slander,1,34
সময় টিভি রেকর্ড করছে মাগির পোলারে খানকির পোলারে সামনে আন খানকির পোলা সরকার কই,male,slander,1,14
সময় টিভির ভাই ও চুদনারে ঢাকা রায়ের বাজার নিয়ে আসেন ও আমি কিযে করমু,ind,slander,1,14
সময় হলে বুঝবা তুমি ও একদিন বৃদ্ধ হবা শালার বউ,female,slander,1,10
সমাজ মূর্খ লোকের জন্য নষ্ট হয় না নষ্ট হয় শিক্ষিত মানুষের মূর্খ আচরণের জন্য দালালীর জন্য আপনি একটা জঘন্য তম দালাল!,ind,slander,1,21
সম্পুর্ন চোদার ভিডিও এর লিংক দেন আমরা দেখে বিবেচনা করি যে আসল ঘটনা কি ভিডিও এর কোলয়টি যেন ভালো হয় আমার আবার চোখে একটু �,ind,slander,1,25
"সম্মান করতাম এখন সম্মান করতে মন চায়না, বাচ্চাদেরকে কেন্দ্র করে সমাজে ভাল মানুসের মুখোশ তৈরি করেছেন। এখন পিছনে ফেলে পুটকি মারা আলাপ চুদাইতে আইছে খাংকির পোলা���",male,slander,1,26
সম্মানের খাতিরে কিছু বললাম না ভারত সিরিজ যদি হয় আর বাংলাদেশের অবস্থা যদি খারাপ হয় তাহলে সাকিবতামিমমুশফিকের কি অবস্থা হবে! জুতা নিয়া রেডি থাকবে সবাই বিমানবন্দরে,ind,slander,1,26
সরকার প্রাধানের কাছে অনুরোদ করব এই যারজ সন্তানকে ফাঁসি দেওয়া হোক,ind,slander,1,11
"সরকারি উচ্ছিষ্টভোগী, ভুয়া চেতনাধারী, ওপারের দাদা বাবুদের দালাল। আন্দোলন ফলপ্রসূ হবার পর এখন গর্ত থেকে বের হয়েছে।",ind,slander,1,17
সরকারে বাল ফালাইতে পারবো পরে যেই সেই হয় কোন বিচার নাই দেশে����,group,slander,1,12
সরকারের পা চাটা দালাল ছাড়া কিছুই নন আপনি? দিতে থাকেন তেল - উপরে উঠতে হবে আপনাকে। মনুষ্যেতর লেবেল যতই নিচে নামুক না কেন?,ind,slander,1,23
সরি বাবা মাফ করে দিও ৷ জঙ্গলের জানুয়ার ভুল করে তুমার ঘরে ডুকে গেছে ৷,ind,slander,1,15
সরের বাচ্চা ভুল ভাল কেনো নিউজ দিসশাহরুখ কি পদক্ষেপ নিয়েছে রে,ind,slander,1,11
সাউয়ার জাফর ডাকু..পুটকিতে নখ দিয়ে বসে থাকো..তোমার কথা কিতে হবে না,male,slander,1,11
সাওয়া চ্যানেল আই কতগুলো ফইন্নি মাদারচোদ অশিক্ষিতের বাচ্চা গুলা মাদারচোদ জাজ নামের কলঙ্ক,group,slander,1,13
সাওয়া বনাম হোল আবাল চুদা এডমিন গাজার ডেট অভার হয়ে গেছে মনে হয়।,ind,slander,1,13
সাকা চৌধুরী একটি বাংলাদেশের সব চেয়ে ঘৃণীত মানবের নাম মাদারী রাজকার,male,slander,1,11
সাকা বলেছিল আমি যুদ্ধপরাধী কে কোন বাল ফালাবে ফালাদেখেছ সাকা তোমার বাল একেবারে গোড়া থেকে উপড়ে তুলে ফেলেছে,male,slander,1,18
সাকা রে ফাঁকা বানাই ফেলছে কুকুরের কথা শুনলেই গাঁ জল্র,male,slander,1,10
সাকার এক টা ই অপরাধ ছিল সে হাসিনাকে চুূদে নাই,female,slander,1,10
সাকিব আমার বালের প্লেয়ার খানকির পুলা টেস্টে খায়।সউম্য কিসের প্লেয়ার।,male,slander,1,10
সাকিব আল হাসান ঠিক আছে ঐ পাপন মাদাররির পুত কে বহিষ্কার করতে হবে,male,slander,1,13
সাকিব ইংল্যান্ডের হয়ে খেলুক সেটাই আমি চাই কারণ বিসিবি আর কিছু আবাল আছে তাদের বোজানো দরকার সাকিব কি জিনিস,group,slander,1,19
সাকিব একজন খেলয়ার আইন অবশ্যই জানেসে কেন জানায়নিসে নিজেও রাজিতুই কোন বালকয়টা কাপ আনছে নিজে কুটিকুটি টাকা বানাইছেদাবী নাই ধর্মঘট এটা পাগলের প্রলাপচোর চোরইবিসিবি কি করবে তুই একটা কর দেখি তুর হেডাম কত?,male,slander,1,33
"সাকিব একটা মাদারচুত মান্নাকে মেরে প্রমান করে দিলো,টাকার জন্নে সাকিব সব করতে পারে,এটাই প্রমান",male,slander,1,14
সাকিব এটা পড়ো টা পাপন চাল আমরা বুঝতে পারি শালা কত বড় কিমিনাল,male,slander,1,13
সাকিব এবং অপুর মাজখানে জিনি সে অপু নয়তোরা জারা ইউটুব চেনেলে এগুলু প্রচার করস তোদের মায়েরে আমি চুদি,male,slander,1,18
সাকিব কিভাবে বুবলি মাগির পাল্লায় পড়ে আপু কে ভুলে গেলে আমি অপু আপু কে অনেক অনেক ভাল বাসি,female,slander,1,18
