text,vulgar,hate,religious,threat,troll,Insult
"এক কাঠুরে কাঠ কাটতে গেছে বনে... নদীর পাড়ে কাঠ কাটছে, হুট করে কুড়ালটা পানিতে পড়ে গেলো",0,0,0,0,0,0
কি পাগলের সাথে ডিভেড করছেন ভাই ‌।গু গবর খায়ে মাথাটা নষ্ট করে ফেলেছে ।,0,0,1,0,0,1
অনেক ধন্যবাদ মিজানুর রহমান ভাইকে এবং অপূব মিথিলা মেহেজবিনকে খুব ভাল লাগছে তবে জেরিনের বাবার অভিনয়টা লোভি দেখাছে,0,0,0,0,0,0
ভাই সবই বুঝলামকিন্তু একটা জিনিস মাথায় আসতেছে না ভালোই যদি বাসতেন তাহলে বিয়ে করতে রাজি হননি কেনতা ও ফ্যামিলি এত প্রেশার দেওয়ার পর,0,0,0,0,0,0
"জরি, মৃন্ময়ী, কুটু মিয়া, মিসির আলী, ছোট মীর্জা …  কেউই বইয়ে আঁটকে নেই",0,0,0,0,0,0
যুগে যুগে আরিপ্পার মতো মাদারচোদ তৈরী হবে বাংলা ভাষার বলাৎকারের জন্য,0,0,0,0,1,1
মন খারাপ হলে মাথায় হাত বুলিয়ে দিবে এমন কিছু কেয়ারিং জ্বিন বা পরী বিক্রয় হবে ।,0,0,0,0,1,0
মাগি আগের থেকেই বাধাই রাখছে আর কই পরের মাসেই বাধছে.,1,0,0,0,0,1
"কেউ যদি আমাকে বলে, আপনি কি এই বলদের মুভি দেখবেন নাকি টয়লেটে বসে থাকবেন, তাহলে আমি বলবো টয়লেটে বসে থাকবো",0,0,0,0,1,0
ইসলাম নিয়ে যে  খারাপ মন্তব্য করবে এবং ইসলামের বিরোধিতা করবে  এই জালিমদের বাংলার জমিনে তাদের কে  ছাড় দেওয়া যাবে না।,0,0,1,0,0,0
জামাইয়ের গেট ধরা দেখে তারা মুগ্ধ... যদিও বুঝলো না টাকার জন্য গেটে ঠেলাঠেলি কেন হচ্ছে,0,0,0,0,0,0
‘আপনে মিয়া একটা আঁতেল’ এরকম একটা রেসপন্স ভেবেছিলাম সাংবাদিকের কাছ থেকে পাবো,0,0,0,0,0,0
ফ্যানব্যাজ হারাচ্ছে বলে জুতা মেরে মাল্যদান? how funny...anyway ক্ষমা করার মালিক আল্লাহ।। আল্লাহ বিশ্বাস করেন পরকাল বিশ্বাস করতেন না এত দিন। ভালই ফাইজলামি করলেন।যাই হোক আল্লাহ আপনাকে হেদায়েত দিক।,0,0,1,0,0,0
আরফান নিশো ভাই আর তিশা আপু আপনাদের দুজনেই ওভিনয় আমার কাছে অনেক ভালো লেগেছে ধন্যবাদ,0,0,0,0,0,0
আপনি কি ভারতীয় পণ্য কিনছেন? আপনার প্রদত্ত টাকা বুলেট হয়ে ফিরে আসছে নিরীহ বাংলাদেশীদের বুকে,0,1,0,0,0,0
"আমি জানি, কোনদিন যদি আমি পথে বসে যাই, এবং রাস্তার পাশে গাছের ডালে মশারী টাঙ্গিয়ে শুয়ার প্রস্তুতি নেই, সে তার দুই বাচ্চা নিয়ে এসে পরবে সেখানে",0,0,0,0,0,0
"বিয়ের আগে সেক্স করার শখ রাখেন আবার বিয়েতে বৌ চান কুমারী, আসুন দাদা পাছায় দুইটা জুতার বারি নিন",1,0,0,0,0,1
খালি পায়ে এসেছে দেখে গার্ড ঢুকতে দেয়নি প্রথমে কিন্তু এদের সংখ্যা ১ না ২ না... ডজনে ডজনে দেখে গার্ড আর কথা বাড়ায়নি,0,0,0,0,0,0
"এর যদি ভিডিও বাহির হয়,প্রভার চেয়ে ও বেশি চিল্লাই বো,",1,0,0,0,0,0
ডাক্তার অজ্ঞান করার ইঞ্জেকশান দেবার আগে মহিলাকে রুটিন প্রশ্ন করলেন;,0,0,0,0,0,0
"সাফা করিমের সব নাটক আমার ল্যাপটপ থেকে ডিলিট করে দিয়েছি। পরবর্তীতে এর সঙ্গে যে নাটক করবে তার নাটক দেখব না। বাকিরা সবাই সাবধান, একজনের জন্য সবাই খারাপ হবেন না।এই খাঙ্কির সঙ্গে অভিনয় করবেন না।",1,0,0,1,0,0
বাংলাদেশের মানুষ ভারতীয় আধিপত্যবাদের বিরুদ্ধে কথা বললে সোচ্চার হতে দেখা যায় তাদের,0,0,0,0,1,0
আল্লাহই জানে এইডা ওই বলদ হাজব্যান্ডের বাচ্ছা কি না অন্য কারোর.,1,0,0,0,0,1
জাকির নায়েক ধর্ম ব্যবসা বন্ধ করে দেওয়াতে এদের ঘুম হারাম হয়ে গেছে।,0,0,1,0,0,0
"যে যাই বলেন,চুদির ভাই আরিফার ছবির স্টাইল কিন্তু আমার সেই লাগে, জিও চুদির ভাই আরিফা",1,0,0,0,0,1
অপূর্ব হালায় মুখ দোষেই শেষ হয়ে যাইবোভাই ভালো অভিনয়ের একটা সীমা থাকা দরকার,0,0,0,0,0,0
মাদারচোদ....তোরে দেখে আমার পায়খানা লাগছে ক্যান বলতো....খানকির পোলা,1,0,0,0,0,1
"এখন তর চেহেরা ফেরাঊনের মত হয়ে যাচ্ছে, নাস্তিকের বাচ্চা নাস্তিক",0,0,1,0,0,1
খেজুরে অনেক সেক্স তাই আরবিরা খেজুর খায়ে একের অধিক বিয়ে করে।,0,0,1,0,0,0
ভারত বাংলাদেশের সাথে খেলার যোগ্যতা রাখে কিনা তা নিয়েই প্রশ্ন আছে। আসুন খেলুন এবং দেখুন বাংলাদেশের রান করার যোগ্যতা আছে কিনা। ভয় পেয়েন না আপ্পায়ণতা ঠিকই করবো।,0,1,0,0,0,0
"আপুরা একটি মেসেঞ্জার গ্রুপ খুলেছি শুধু মেয়েদের জন্য,এড হতে চাইলে ইনবক্সে এ নক দিন",0,0,0,0,0,0
না ওয়েট... হিন্দি সিনেমার মতো চুলের চিকন ক্লিপ দিয়ে তালা খোলার ক্রেডিট আমি নিজে নিলে শ্বশুরবাড়ি আমাকে ভুল বুঝবে,0,0,0,0,0,0
"মান্দার পো মান্দা। অফিস বন্ধ, চাইছিলাম একটু ঘুমাইতে। শুইয়া শুইয়া মোবাইল গুতাইতে গুতাইতে তোর বানঞ্চুদ মার্কা ছবি সামনে আইসা পরছে। তর খোমা দেইখা ঘুম যে কই পালাইছে,,,,বাইঞ্চুদ আর সময় পাইছিলি না ছবি আপ করার??",1,0,0,0,0,1
আজ থেকে বছর আগে আমিনুল ইসলাম বুলবুল একাই তোদের সাথে রান করেছিল।তখন তো তুই নিজেই দলে ছিলে।শালা মালাউন গাঁজা বেশি খাইছে,0,1,0,0,0,0
অনেক অনেক ভালো লাগলোনাটকের গল্পটা যে লিখেছে তাকে অনেক অনেক ধন্যবাদএইরকম একটা গল্প উপহার দেয়ার জন্যওই কথাটা সবচেয়ে ভালো লাগলোহাজারো কথার মাঝে ও নামাজের কথাটা বলা হয়েছে,0,0,0,0,0,0
আমার নিকট নাটকটি এতো ভালো লেগেছে যে আমি নাটকটি খন্ড খন্ড করে দেখেছি যাহাতে নাটকটি ঠিকমত উপভোগ করা যায ধন্যবাদ নাটককের সকল অভিনেতা ও এনটিভিকে একটি সুন্দর নাটক উপহার দেওয়ার জন্য,0,0,0,0,0,0
এগুলো বইয়ের পাতায় কেউ পাবে না... এগুলো তখনই পাবেন যখন একজন তার ব্রেইনটা খাটাবে,0,0,0,0,0,0
ইস্যু দিয়ে টিস্যু ঢাকে তারা হিসু দিয়ে টিস্যু নেয়না যারা ।,0,0,0,0,1,0
নাটকটি বাস্তব মুখি মা বাবা মরে গেলে সংসারে বোন হয়ে যায় কাজের মেয়ে তখন ভাই হয়ে যায় পর আমাদের দেশে নারীর মুল্যায়নটা কম করা হয় সমাজের অনেক কু সংগসকার এখনো পছলিত আছে যা হোক নাটক টি অনেক সুন্দর হয়েছে,0,0,0,0,0,0
ইতিমধ্যে ভারতে বহু মুসলিম নারী শিশুসহ কয়েক হাজার নিহত হবার সংবাদ পাওয়া গেছে। শোনা যাচ্ছে মুসলিম নারীদের নির্যাতন করা হচ্ছে। ভারতের এই গোলযোগময় পরিস্থিতি আমরা টিভিতে দেখছিলাম। এমন সময় নেত্রী হাসিনা আমাকে ডাক দিলেন।,0,0,1,0,0,0
তোর কোন বাবায় নীতিতে সমর্থন করছে দেখ সে হবে মালাউন কাফেরে বাচ্চা।,0,0,1,0,0,1
তুমি কি সুখী হতে চাও না? না চাই না কিন্তু কেন? সুখে থাকলে ভূতে কিলায় আমি কিল খেতে চাই না,0,0,0,0,1,0
বুঝতে পারি নাই নাটক এর এন্ডিং এমন হবে দয়া করে গান টা ফুল দিবেন আবারও ঈদ মোবারক জানাই আমার প্রিয় মানুষ গুলোকে নিশো ভাইয়াকাবিলা জিয়াউল হক পলাশ ভাই অমি ভাই কে,0,0,0,0,0,0
"আরিফ তোর বিচি কেটে ভাগা দিয়ে বিক্রি করে যে টাকা হবে সে টাকা দিয়ে তোর নাকের উপরের পশমগুলো ভ্রু প্লাগ করে দেয়াব জনি সেনকে দিয়ে, আর জনি সেন তোকে পিছন দিয়ে খাওয়াবে গরম আখের রস",1,0,0,0,0,1
শিক্ষনীয় ধারাবাহিক অথচ ঐতিহাসিক বাস্তব ঘটনা সম্বলিত সোলতান সোলেমান নয় বরং ভারতীয় অপসংস্কৃতির অাঘ্রাসন থেকে দেশপ্রেমিক জনগণ মুক্তি চায় এধরণের বিভ্রান্তিকর নিউজ দেখতে চাই না।,0,1,0,0,0,0
"একই কথা ইলামের নামে যারা আন্দোলন করবে আমি বন্ধ করে ছাড়ব ইনশাল্লাহ । নীল কবির কে উদ্দেশ্য দিয়ে বললেন ফেসবুক হ্যাক হয়নি তাই তুই বাদ চাইসিস, নাটক প্রচার কর",0,0,0,1,0,0
"আমাদের প্রসেসরে এই ৭১ এর চেতনা বিল্ট-ইন আছে, থাকবে... থেকে যাবে",0,0,0,0,0,0
যারা গোসের নাম দিয়েছে গিফট মদের নাম দিয়েছে ড্যান্স সুদের নাম দিয়েছে ইন্টারেস্ট যারা তারা মূর্তির নাম দিয়েছে ভাস্কর্য এরাই দেশের নাস্তিক,0,0,1,0,0,0
খুব সুন্দর হয়েছে দেখতে দেখতে কেঁদে ফেলেছি এরকম সময় আর এরকম ছেলে যেন কেউ না পায়,0,0,0,0,0,0
"ফর্সা মানেই যদি সুন্দর হইতো, তাইলে কাচ্চির চাইতে ভাতের দাম বেশি হইতো!",0,0,0,0,1,0
আল্লা তুমি জালিমের জুলুম হইতে সমস্ত বান্দা বান্দির উপর রহমত বসিত কর আমিন।,0,0,1,0,0,0
ফেইলর ইজ দ্য পিলার অফ সাকসেস ! বাংলাদেশ ক্রিকেট টিমের যেডি পিলার জমছে তা দিয়ে পাঁচ টা পদ্মা সেতু বানানো সম্ভব !,0,0,0,0,1,0
ভারতীয় পিপড়া মারলেও ভালো করে প্রচার করিস আর মায়ানমার এর মুসলিম হত্যা করছে আর তরা বলিস্ এই গুলো নাকি মিথ্যা খানকির পোলা ভারতের দালাল,1,0,1,0,0,1
আপনার ধর্মে নারীদের শস‍্যক্ষেত্রের সঙ্গে তুলনা করা হয়। এরকম বর্বর ধর্মকে সন্মানকরে কি লাভ !আর কাল্পনিক জান্নাতে পুরুষ ৭২ টা হুর পাবে আপনি কি পাবেন ?,0,0,1,0,0,0
অসাধারণ খুব ভালো লাগলো অনেক অপেক্ষা করছিতিশা এবং নিশো অনেক ভালোবাসি তোমাদের,0,0,0,0,0,0
"যাহহ ... ব্যবস্থা করে দিলাম; তাদের ভবিষ্যতও যেনও বলতে পারে, ‘আমার আম্মা মারা যাওয়ার আগে একটা স্কুল করে গেছেন’",0,0,0,0,0,0
তোর মা তো যুদ্ধের সময় পাকস্তানে ভালোই আরাম আয়েশ করেছে ।,0,1,0,0,0,0
বাংলাদেশের মিরপুরের মাঠে ভারত রান করতে পারতো না। উড়িয়ে দিত সাকিব আর মেহেদি।,0,1,0,0,0,0
নাটকটা অনেক সুন্দরকিন্তু কিছু কিছু ননদ আছে তারাই ননীর পুতুলআমার ননদের সব জোগাড় করে দিতে হয়উনি নিজেই ননীর পুতুলবেলা ১০টায় ওঠেকিছু বললে হিতে বিপরীত হয়,0,0,0,0,0,0
ঈরানির বুদা জিরানির মত আরিপের বুদা লাল তাবিজ্জা তর বুদা সুদে বানিয়েছে খাল,1,0,0,0,0,1
নিজের অজান্তেই কখন কেঁদে ফেলেছি বুঝতে পারিনিশাহানার খুশি অসাধারণ অভিনয় করেছেন,0,0,0,0,0,0
এই বালডার সাথে আর বাল ছাল গান করছে তোমরা পারো ও দাদা,0,0,0,0,1,0
বলিউড এর বাজার একটু বড় তাই নায়িকা দের জন্য তাই শরীর দেখাচ্ছে পায়েলও,1,0,0,0,0,0
"জাতি হিসাবে যে আমরা কতটুকু নিরলজ্জ, বেহায়া, তা কমেন্টগুলি পড়লেই বোঝা যাবে।।।এই মেয়েটিরও বাবা-মা-ভাই- বন্ধু আছে।।। আমাদের আদব লেহাজ সভ্যতা কিছুই কি আর নেই???",0,0,0,0,0,0
আমার দেখা এই সালের সেরা নাটক অনেক ভালো লাগছে আবার অনেক তবে এরকম নাটকের আশা করি নাটকে যারা অভিনয় করছে খুবই ভালো অভিনয় করছে অসাধারণ,0,0,0,0,0,0
হিমেশ এবং অতিন্দ্র চক্রবর্তীর নিশ্চয়ই কোন স্বার্থ আছে না হলে এত ভালো ভালো গায়িকা থাকতে তাদের ভাইরাল করলেন না ওনারা রাস্তার একটা অকৃতজ্ঞ কে নিয়ে আদিখ্যেতা দেখালেনতাদের এরকম‌ই হ‌ওয়া উচিত,0,1,0,0,0,1
ক্রিকেটবোদ্ধা পাগলটারে বেধে রাখা গেলনা সে শিকল ছিড়ে বেরিয়ে এসে সবার সামনে এসে হাজির !,0,0,0,0,1,0
অসাধারণ ভালোবাসা কেমন জানি ভালোবাসার মানুষটিকে না পেলে সব এলেমেলো হয়ে যায়💔😥,0,0,0,0,0,0
নাটকটিতে ভালো তবে আরো একটু ভালো হতো যদি মিথীলার বাবার অভিনয় যিনি করেছে তার মুখোমুখি যদি অপুর্বর পাইলোট হবার বিষয়টি থাকতো তাহলে আরো চরোম হতো,0,0,0,0,0,0
এইসসব পতিতা। তোদের মাগী বলবেনা। চুদতে দিছ সবাই রে তো মাগী বলবে না তো কি?,1,0,0,0,0,1
অনেকদিন পর কোন নাটক প্রথম থেকে শেষ অবদি দেখলামধন্যবাদ আপনাদের এত সুন্দর একটা নাটক উপহার দেয়ার জন্য,0,0,0,0,0,0
"আবার ওদিকে, যদি শুনি যে; পেঁয়াজের দাম বেড়ে গেছে, সাথে সাথে আমাদের খাওয়াও বেড়ে যায়",0,0,0,0,0,0
ফেসবুকে কিছু ছাগল দেখা যায় সিটির ভিত্রে একশো ত্রিশ এ টানে দুই বাসের চিপায় এদের দেখে আবার কেউ কেউ অনুপ্রাণিত হয় । তারাও ফ্যাটাল এক্সিডেন্টের শিকার হয় ।,0,0,0,0,1,0
আমি কি লিখবো বুজতে পারছিনা যে কোন শব্দ সামান্য হয়ে যাবে আমি হিন্দি মুভি এবং সিরিয়াল দেখতাম কিন্তু আমাদের আনরজাতিক মানের কিছু হচ্চেখুব ভালো বললে কম হবে,0,0,0,0,0,0
"...লেকচার মনে মনে গুছাতে গুছাতে লিফট আবার নিচে নেমে এলো, সবাই বের হলো",0,0,0,0,0,0
কিনা আর তৈরী করা এক নয়। ভারত কিনবে আর আর চীন পাকিস্তান ভারতের গুন সংগ্রহে থাকবে। ভারতকে বিশ্বের মধ্যে নাম্বার গরিবের ভান্ডার বলা হয় সেই ভারতের এত উচ্চাকাংক্ষা ভালোর তো দুরে থাক ভারতের জন্য ধ্বংস ডেকে আনবে।,0,1,0,0,0,0
নাটকের প্রতিটা চরিত্রই খুব ভালো অভিনয় করেছে প্রকৃতিক বস্তবতাটাই নাট্য শিল্পের মাধ্যমেই প্রকৃতিক ভাবে উপস্থাপন করেছে একেবারে হ্র্দয় ছোয়া অভিনয় আপনাদের পুরো টিমের জন্য শোভ কামনা রইল,0,0,0,0,0,0
"আমরা সেটাই বিশ্বাস করবো - সাফা কবিরনতুন এর মতে, জুতা মারো তার নগ্ন হাতে",0,0,0,1,0,1
পৃথিবীর সবচেয়ে নিকৃষ্ট দেশ ভারত পাকিস্তান ইচ্ছা করলেই পৃথিবীর মানচিত্র থেকে রেন্ডিয়াকে চিরতরে ভেংগে দিতে পারে।,0,1,0,0,0,0
প্লিজ ভাই এইগুলা বাদ দিয়া জবারে বলেন করোনার ভেক্সিন্টা আবিস্কার করতে । ঘরে বন্দি থাক্তে আর ভাল্লাগেনা ।,0,0,0,0,1,0
আরিয়ান ভাই বাংালির রোগ ধরতে পারছেআবেগের উপর খেলে নাটক বানায়তার পরও কবির সিং মুভির স্টাইল কপি করা হয়েছেযাই হোক গল্পটা সুন্দর ছিল অভিনয় ও সুন্দর ছিলহোপফুলি মেরিল প্রথম আলো পুরস্কার পাওয়ার যোগ্যতা রাখে,0,0,0,0,0,0
"জোর করে ইসলামকে ধরে রাখবেন,মিথ্যা আপনাদের ব্যানানো রাজনিতি কোরান দিয়ে রাখেন।।।",0,0,1,0,0,0
খু‌শি আপার অ‌ভিন‌য়ে মুগ্ধ আ‌মি বাংলার চিত্র ফু‌টে ও‌ঠে‌ছে নাট‌কে সকল কলা কৌশ‌লি‌দের অসংখ্য ধন্যবাদ আমা‌দের এমন সুন্দর নাটক উপহার দেয়ার জন্য,0,0,0,0,0,0
পিসি হেং করলেও সে যেমন ঠিক করতে পারে... তেমনি কোনও প্রজেক্টে মাস্তানি ঝামেলা হলেও রফিক কৈ?,0,0,0,0,0,0
"কোনো মুসলিম দেশে মেয়েদের বড় চোখে দেখা হয়, জানতাম না, আর বাংলাদেশের সাথে ইন্ডিয়ার তুলনা করবেন না, নেতাজি আর পিয়াজি মনে হয়",0,0,1,0,0,0
রেন্ডিয়ানরা সব মাদারচোদ। বাংলাদেশ থেকে হিন্দু মালোয়ান মেরে তাড়িয়ে দিচ্ছি। হাহাহাহা ভোদাবানের মূর্তির উপর প্রসাব করলেও এখানে হিন্দুরা একটা শব্দও করে না।,1,0,1,0,0,0
নাটকটা অনেক শিক্ষণীয় ছিল আধুনিক যুগের প্রেম নয় যেখানে বিয়েই সবচেয়ে সুন্দর বন্ধন সবই ভাল ছিল তবে তাজনিন আপুর ড্রেসাপ আরো সুন্দর করলে ভাল হত,0,0,0,0,0,0
বাড়ির ঠিক বামে যেই পুকুরটা দেখতেছেন ওটা আমাদের পুকুর ওটা ও একটু প্রমোট করে দেন ওখানে বড় বড় হাঙর মাছ আছে,0,0,0,0,1,0
১৯৭১ সালে নয় মাসে মাত্র ৪০ লক্ষ নারী ধর্ষিতা হয়েছিলেন। এক সাথে থাকলে পুরো চার কোটি নারীর পেটে বাস্টার্ড/বেজন্মা সন্তানে সারা দেশ ভরে যেত।,1,0,0,0,0,0
"প্রেম কে সন্মান দিতে শিখ, কাম কাম বলে কাম এর প্রতি এত ঘৃণা দেখাস কেন , কাম এর ফলেই এ জগৎ তুই আমি সবাই",0,0,0,0,1,0
যারা হিরু আলম কে চিনে না। তাদের কে ১০০ টা জুতার বারি দেওয়া হোক।,0,0,0,1,0,1
অনেক অনেক ভালো মানের একটা নাটক কিছু কিছু সময় ভিন্নধারা নাটক গুলা জীবনের জন্য কিছুটা আনন্দ আর কিছুটা শিক্ষা,0,0,0,0,0,0
আজকে আর্জেন্টিনারর খেলা।স্লা ভোক্সদোচ তুরে কে বলসে এই কুফা মুখটা নিয়া পিক দিতে,1,0,0,0,0,1
অসাধারণ পুরাই স্পীচলেস হয়ে গেছিপ্রত্যেকের অভিনয় ও পরিচালনা এবং গল্প সব অসাধারণ,0,0,0,0,0,0
আজ কোথায় সেই তথাকথিত মানবাধিকার সংগঠন. এটা কি নারী নির্যাতন নয়. ধিককার জানাই তাদের,0,0,0,0,0,0
মামা হিরো আলমের সামনের মাসে কিছু সিংঙ্গীত বের হবে দেখে ডেট ফিক্স করব ।,0,0,0,0,1,0
কমেন্ট গুলো পড়ে কিছু ভালো মনের মানুষ চেনা গেলো ধন্যবাদ নির্মাতা ও কুশীলব সবাই কে,0,0,0,0,0,0
বস আপনার কোন তুলনাই হয় না এক কথায় অসাধারণআশা করি সব সময় আনন্দ দেয়ার চেষ্টা করবেন,0,0,0,0,0,0
তরা ভালো করেই জানস সরকার বিরুদী কমেন্ট করলে লাইক পাওয়া যাবে তাই গাজা খেয়ে কমেন্ট করচস কারন তদের দৌর ফেচবুক পর্যন্ত,0,0,0,0,1,0
তোরা সেখানে হিন্দুদের নির্যাতন করবি আর এদিকে ভারত সরকার কোটি বাংলাদেশি ভারত থেকে বের করা শুরু করে দিয়েছে,0,1,0,0,0,0
অামার কাছে এই নাটক টা অনেক ভালো লাগে অামি অনেক বার দেখেছি তার পরে ও ভালো লাগে,0,0,0,0,0,0
নাটকটা দেখে লাস্টে কলিজার মধ্যে দাগ লেগে রইল অনেক সুন্দর,0,0,0,0,0,0
মনে পরে গেলো সেই প্রথম প্রেমের দিন গুলা সত্যি অনেক সুন্দর হইছে নাটক,0,0,0,0,0,0
"ট্যাকনিকে কোপ মারে; মাংসের একটা অংশ উড়ে যেয়ে তার সিক্রেট ব্যাগে ঢোকে, আরেকটা অংশ উড়ে যেয়ে তার লুঙ্গির ভাঁজে ঢুকে ... আর সবচেয়ে ছোট অংশটা সে আমার গামলায় রাখছে",0,0,0,0,0,0
মেনে নিলাম হাজার হইলেও দাদা কইছে। তয় দাদা বাংলাদেশ রানে অলআউট হলে ভারত এই পিচে অলআউট হোত,0,1,0,0,0,0
"একজন হিন্দুর প্রার্থনা তার মৃত্যু যেন হয় জয় হরি, জয় হরি বলে আর একজন আওয়ামীলীগের প্রার্থনা তার মৃত্যু যেন হয় জয় বাংলা, জয় বঙ্গবন্ধু বলে",0,0,0,0,1,0
দোকানেরই দোষ ছিল...কারণ মেঝেতে পানি পড়ে ছিল দেখে সে পিছলে গেছে,0,0,0,0,0,0
"কিরে খানকির পোলা এই কথাগুলোর মধ্যে রাষ্ট্র বিরোধী ষড়যন্ত্র কই বলছে, তোর মার ভোদা বেশ্যা মাগীর পোলা",1,0,0,0,0,1
"আগে মেয়েদের বিয়েতে বান্ধবীরা বলত যা করে করতে দিবি কিছু হবে না, আর এখন বলে জোরে জোরে চিল্লাবি যাতে বুঝতে না পারে আগে অনেকবার খেলছিস",1,0,0,0,1,0
হারিয়ে যেতে ইচ্ছে করে অনেক দূরে যেখানে রয়েছে তোমার ভালোবাসার সূখের নীড় আর সেই নীড়ে কাটিয়ে দিতে চাই শত জনম আমি কল্পনার সাগরে ভেসে চলে যাব যাব তোমার হৃদয় সৈকতে তুমি দিবেনা ধরা,0,0,0,0,0,0
প্রথম আলো পাব্লিকের গালাগালি মন দিয়া পরে আবার ছ্যাব্লার মত সেম নিউজ লেখে । এই নিউজটা ভালো হইছে । এরকম মাঝে মাঝে ভালো নিউজ দিয়ে আমাদেরকে ধরে রাখে হা হা ।,0,0,0,0,1,0
রোজা আছি বলে আজ বাইচ্ছা গেলি ভোগচোদ আরিপ্পা ভাই তোর কাছে মিনতি করতেছি অন্তত পক্ষে রোজার মধ্যে তুই দিনে ছবি আপলোড দিছ না,1,0,0,0,0,1
"আরিফ তুমি মাইয়ার চ্যাটের বাল
হিজারা তাবিজের চুইদ্দা উঠাও গোয়ার ছাল।",1,0,0,0,0,1
"এখন আমরা বিদেশেও রপ্তানি করতে পারি বলতে থাকা প্রধানমন্ত্রী, এদিকে না খেতে পেয়ে ডাস্টবিনে খাদ্য খাওয়ারত ক্ষুধার্ত মানুষ",0,1,0,0,0,0
"আমি বললাম, ‘কি ব্রাদার নতুন আসছেন লাগে... রাজাবাজার চিনেন না?’",0,0,0,0,0,0
কোনো নাটক এরকম দেখি নাই যেখানে নামাজ পড়ার কথা বলা হয়েছে বাট এই নাটকে নামাজের প্রতি তাগিদ এর কথা বলা দেখে আমি অনেক খুশি অনেক ভালি লাগলো নাটক টি,0,0,0,0,0,0
অসাধারণ একটা নাটকসব ভালোবাসা পূর্নতা পাবে এমন তো কোনো কথা নেইদূর থেকেই ভালোবাসা যায়,0,0,0,0,0,0
মুমিনুল মুশির ঝুটির কল্যাণে ব্যাটিং এ আপনার অভাব টা বুঝা না গেলেও বোলিং আর কেপ্টেন্সি তে আপনার অভাব টা হারে হারে টের পাচ্ছে বাংলাদেশ ।,0,0,0,0,1,0
নাটক দেখার পরে অবচেতন মনে কখন যে চোখ দিয়ে পানি পড়লো বুঝতে পারিনি খুব ভালো লাগলো নাটকটা এমন নাটক আরো আরো আরো দেখতে চাই,0,0,0,0,0,0
অসাধারণ কাহিনি টা অনেকটাই বাস্তব মনে হলোপাওয়া না পাওয়ার কাছে ভালবাসা ভালো লাগাটা বিলীন হয়নি ভালবাসা এভাবেই হওয়া উচিত,0,0,0,0,0,0
পইচা গেছেন জনগণ জুতায় হাগু লাগাই পিটাইবে রাস্তায় বের হইয়েন। নাস্তিক কোথাকার পরকার বিলিভ করেনা সেটা নাকি চোখে দেখেনা তাহলে আপনি আপনার আব্বার বিয়ে ও দেখেন নাই সেটা কিভাবে বিলিভ করেন আপনি তাদের জন্ম দেওয়া বেওয়ারিশ প্রডাক্ট,0,0,1,1,0,0
"আশেপাশে যাকেই দেখছে, তাকেই তার নজরুলের মতো লাগছে... ব্যাপারটা কি!",0,0,0,0,0,0
"বয়স যখন ৮, তখন গ্র্যান্ড-মাস্টার জিয়াউর রহমানকে হারিয়ে দিয়েছিল এই ক্ষুদে ফাহাদ",0,0,0,0,0,0
সময় একদিন আসবে অপেক্ষায় আছে পুরো জাতি ।বাংলার জমীনে একদিন সত্যিকারের রাজাকারদের বিচার হবে । তাদের না পেলে যারা তাদের উত্তরসূরি থাকবে তাদেরকে বিচার করা হবে ।,0,1,0,0,0,0
আরিযান ভাই কে বলতে চাই অসাধারণ একটা নাটক ছিলো মনে হচ্ছিল আমার জিবনের গল্প টা চুরি করেছেন আপনি আসলেই অসাধারণ,0,0,0,0,0,0
আমার ১০০ টা ব্যাগই আছে... আমি চাই এগুলো তাড়াতাড়ি শেষ হয়ে যাক কারণ আমি নতুন ব্যাচ (প্রোডাক্ট লাইন) নামাব ব্যাগের... তখন এই অফার দিবো,0,0,0,0,0,0
"আল্লাহ যদি নিরাকার হয় তবে কেন কাবাঘরে গিয়ে শূকরের মত গামলার ভিতর মাথাটা ঢুকিয়ে কয়েকটা ছোট পাথর কে  চুষাচুষি , চুমাচুমি লেহালেহি চুয়াচুয়ী কেন ।",0,0,1,0,0,0
অল্প বয়সে উটলে বাল তার  দুঃখ চিরকাল (ভারতের ছেলেরা+মেয়েরা ),0,0,0,0,1,0
প্রমথ আন্তরিক ধন্যবাদ লেখক মিজানুর রহমান আরিয়ান ভাইএত সুন্দর একটা নাটক লেখার জন্যআজ আমি এত হ্যাফি যে কাউকে বুঝাতে পারবোনাবেশি বেশি মিচ করি আমার পছন্দের মানুষ গুলাকে যদি ক্ষমতা থাকতো ভালো লাগার মানুষ গুলার সাথে একটা বার দেখা করতাম,0,0,0,0,0,0
আমরা অতীত ভুলে যাই। সাল বাংলার মানুষ জিবন বাচানোর জন্য ভারতে আশ্রয় নিলো।আজ রুহিঙ্গা মুসলিমরা যখন আমাদের কাছে আশ্রয় চায় আমারা তাদের ফিরিয়ে দেই।আমারা বড়ই স্বার্থপর জাতি।।।,0,1,0,0,0,0
"কয়দিন পর শুনবো,অমুক নেতার খাটের নিচে অত বস্তা ধানের বীজ পাওয়া গেছে।।",0,1,0,0,1,0
ভালবাসা এমনিই যাকে ভালবাসা যায় যত কিছুই হোক ভালবাসার মানুষ টাকে লাগবে আসলে ভালবাসাটা এমন ২০১৯ সালের সেরা নাটক অসাধারণ মেহজাবিন আপু,0,0,0,0,0,0
